Year,Month,System,TotalVolume_ML
2019,8,Melbourne,1054574
2019,8,Murray,2355014
2019,8,Ovens,29318
2019,8,South Gippsland,10573
2019,8,Thomson/Macalister,125289
2019,8,Werribee,50624
2019,9,,47457
2019,9,Ballarat,55430
2019,9,Bendigo,102229
2019,9,Broken,16524
2019,9,Campaspe,77147
2019,9,Geelong,67836
2019,9,Glenelg/Wimmera,248540
2019,9,Goulburn,1905316
2019,9,Latrobe,220696
2019,9,Loddon,149117
2019,9,Maribyrnong,6745
2019,9,Melbourne,1136084
2019,9,Murray,2247402
2019,9,Ovens,34712
2019,9,South Gippsland,10568
2019,9,Thomson/Macalister,164383
2019,9,Werribee,50222
2019,10,,43584
2019,10,Ballarat,55318
2019,10,Bendigo,102173
2019,10,Broken,16288
2019,10,Campaspe,69220
2019,10,Geelong,66830
2019,10,Glenelg/Wimmera,243650
2019,10,Goulburn,1858807
2019,10,Latrobe,226401
2019,10,Loddon,146991
2019,10,Maribyrnong,6766
2019,10,Melbourne,1145759
2019,10,Murray,2083743
2019,10,Ovens,37116
2019,10,South Gippsland,10262
2019,10,Thomson/Macalister,150572
2019,10,Werribee,48997
2019,11,,44978
2019,11,Ballarat,54372
2019,11,Bendigo,99079
2019,11,Broken,15756
2019,11,Campaspe,62493
2019,11,Geelong,66775
2019,11,Glenelg/Wimmera,234580
2019,11,Goulburn,1841978
2019,11,Latrobe,232585
2019,11,Loddon,136199
2019,11,Maribyrnong,6670
2019,11,Melbourne,1156775
2019,11,Murray,1933116
2019,11,Ovens,37194
2019,11,South Gippsland,10000
2019,11,Thomson/Macalister,135594
2019,11,Werribee,47606
2019,12,,44978
2019,12,Ballarat,52377
2019,12,Bendigo,95695
2019,12,Broken,13574
2019,12,Campaspe,56106
2019,12,Geelong,62720
2019,12,Glenelg/Wimmera,212170
2019,12,Goulburn,1724686
2019,12,Latrobe,231806
2019,12,Loddon,128774
2019,12,Maribyrnong,6149
2019,12,Melbourne,1141343
2019,12,Murray,1623451
2019,12,Ovens,34356
2019,12,South Gippsland,9425
2019,12,Thomson/Macalister,104884
2019,12,Werribee,43559
2020,1,,46476
2020,1,Ballarat,50838
2020,1,Bendigo,91802
2020,1,Broken,11474
2020,1,Campaspe,55590
2020,1,Geelong,59086
2020,1,Glenelg/Wimmera,197210
2020,1,Goulburn,1622148
2020,1,Latrobe,231209
2020,1,Loddon,121267
2020,1,Maribyrnong,5591
2020,1,Melbourne,1132047
2020,1,Murray,2347536
2020,1,Ovens,28904
2020,1,South Gippsland,8953
2020,1,Thomson/Macalister,95618
2020,1,Werribee,41504
2020,2,,44514
2020,2,Ballarat,49373
2020,2,Bendigo,84681
2020,2,Broken,9534
2020,2,Campaspe,50901
2020,2,Geelong,56682
2020,2,Glenelg/Wimmera,184260
2020,2,Goulburn,1530382
2020,2,Latrobe,233164
2020,2,Loddon,116757
2020,2,Maribyrnong,5138
2020,2,Melbourne,1117650
2020,2,Murray,1254775
2020,2,Ovens,24531
2020,2,South Gippsland,8602
2020,2,Thomson/Macalister,97989
2020,2,Werribee,40668
2020,3,,37904
2020,3,Ballarat,48002
2020,3,Bendigo,82652
2020,3,Broken,8565
2020,3,Campaspe,48512
2020,3,Geelong,54060
2020,3,Glenelg/Wimmera,172830
2020,3,Goulburn,1465166
2020,3,Latrobe,231346
2020,3,Loddon,110549
2020,3,Maribyrnong,4927
2020,3,Melbourne,1106860
2020,3,Murray,1185970
2020,3,Ovens,27682
2020,3,South Gippsland,8299
2020,3,Thomson/Macalister,80826
2020,3,Werribee,38974
2020,4,,45392
2020,4,Ballarat,47404
2020,4,Bendigo,84105
2020,4,Broken,11150
2020,4,Campaspe,59464
2020,4,Geelong,52457
2020,4,Glenelg/Wimmera,166200
2020,4,Goulburn,1511777
2020,4,Latrobe,233400
2020,4,Loddon,109677
2020,4,Maribyrnong,5095
2020,4,Melbourne,1103460
2020,4,Murray,1232412
2020,4,Ovens,24596
2020,4,South Gippsland,8704
2020,4,Thomson/Macalister,76563
2020,4,Werribee,39219
2020,5,,45082
2020,5,Ballarat,46855
2020,5,Bendigo,86875
2020,5,Broken,21412
2020,5,Campaspe,68980
2020,5,Geelong,52087
2020,5,Glenelg/Wimmera,165570
2020,5,Goulburn,1860652
2020,5,Latrobe,232605
2020,5,Loddon,108591
2020,5,Maribyrnong,5332
2020,5,Melbourne,1146537
2020,5,Murray,1580428
2020,5,Ovens,27150
2020,5,South Gippsland,10506
2020,5,Thomson/Macalister,134616
2020,5,Werribee,39053
2020,6,,41673
2020,6,Ballarat,47043
2020,6,Bendigo,91598
2020,6,Broken,26866
2020,6,Campaspe,75772
2020,6,Geelong,52787
2020,6,Glenelg/Wimmera,172380
2020,6,Goulburn,2021940
2020,6,Latrobe,232962
2020,6,Loddon,108062
2020,6,Maribyrnong,5642
2020,6,Melbourne,1155812
2020,6,Murray,1873768
2020,6,Ovens,29423
2020,6,South Gippsland,10574
2020,6,Thomson/Macalister,140336
2020,6,Werribee,38872
2020,7,,41777
2020,7,Ballarat,48033
2020,7,Bendigo,95245
2020,7,Broken,30623
2020,7,Campaspe,79944
2020,7,Geelong,53936
2020,7,Glenelg/Wimmera,178307
2020,7,Goulburn,2140664
2020,7,Latrobe,234523
2020,7,Loddon,108378
2020,7,Maribyrnong,6044
2020,7,Melbourne,1215286
2020,7,Murray,2079087
2020,7,Ovens,27268
2020,7,South Gippsland,10559
2020,7,Thomson/Macalister,150461
2020,7,Werribee,39292
2020,8,,47922
2020,8,Ballarat,52628
2020,8,Bendigo,103977
2020,8,Broken,37370
2020,8,Campaspe,91252
2020,8,Geelong,69695
2020,8,Glenelg/Wimmera,186980
2020,8,Goulburn,2332941
2020,8,Latrobe,235659
2020,8,Loddon,120933
2020,8,Maribyrnong,6733
2020,8,Melbourne,1294527
2020,8,Murray,2301953
2020,8,Ovens,28111
2020,8,South Gippsland,10598
2020,8,Thomson/Macalister,152186
2020,8,Werribee,44056
2020,9,,45340
2020,9,Ballarat,53442
2020,9,Bendigo,107283
2020,9,Broken,39350
2020,9,Campaspe,83797
2020,9,Geelong,73765
2020,9,Glenelg/Wimmera,199440
2020,9,Goulburn,2423161
2020,9,Latrobe,234238
2020,9,Loddon,122439
2020,9,Maribyrnong,7105
2020,9,Melbourne,1314026
2020,9,Murray,2415669
2020,9,Ovens,32661
2020,9,South Gippsland,10604
2020,9,Thomson/Macalister,168460
2020,9,Werribee,44305
2020,10,,43791
2020,10,Ballarat,54974
2020,10,Bendigo,116724
2020,10,Broken,40562
2020,10,Campaspe,96815
2020,10,Geelong,79076
2020,10,Glenelg/Wimmera,226430
2020,10,Goulburn,2736220
2020,10,Latrobe,234682
2020,10,Loddon,127517
2020,10,Maribyrnong,7478
2020,10,Melbourne,1360825
2020,10,Murray,2662822
2020,10,Ovens,32583
2020,10,South Gippsland,10152
2020,10,Thomson/Macalister,167470
2020,10,Werribee,47199
2020,11,,48283
2020,11,Ballarat,54640
2020,11,Bendigo,115638
2020,11,Broken,39915
2020,11,Campaspe,92814
2020,11,Geelong,76543
2020,11,Glenelg/Wimmera,218880
2020,11,Goulburn,2692148
2020,11,Latrobe,234433
2020,11,Loddon,124514
2020,11,Maribyrnong,7255
2020,11,Melbourne,1367128
2020,11,Murray,2691052
2020,11,Ovens,37016
2020,11,South Gippsland,10133
2020,11,Thomson/Macalister,164845
2020,11,Werribee,46345
2020,12,,43687
2020,12,Ballarat,53493
2020,12,Bendigo,112233
2020,12,Broken,37289
2020,12,Campaspe,86692
2020,12,Geelong,73080
2020,12,Glenelg/Wimmera,209010
2020,12,Goulburn,2591163
2020,12,Latrobe,233950
2020,12,Loddon,117038
2020,12,Maribyrnong,6770
2020,12,Melbourne,1361592
2020,12,Murray,2423565
2020,12,Ovens,36934
2020,12,South Gippsland,9623
2020,12,Thomson/Macalister,141984
2020,12,Werribee,43831
2021,1,,41622
2021,1,Ballarat,51777
2021,1,Bendigo,106201
2021,1,Broken,33370
2021,1,Campaspe,80307
2021,1,Geelong,72550
2021,1,Glenelg/Wimmera,193240
2021,1,Goulburn,2481080
2021,1,Latrobe,233548
2021,1,Loddon,111865
2021,1,Maribyrnong,6500
2021,1,Melbourne,1356751
2021,1,Murray,2176602
2021,1,Ovens,34953
2021,1,South Gippsland,8833
2021,1,Thomson/Macalister,118193
2021,1,Werribee,46494
2021,2,,41673
2021,2,Ballarat,50075
2021,2,Bendigo,102272
2021,2,Broken,33815
2021,2,Campaspe,74918
2021,2,Geelong,68609
2021,2,Glenelg/Wimmera,180160
2021,2,Goulburn,2386673
2021,2,Latrobe,230422
2021,2,Loddon,107884
2021,2,Maribyrnong,6116
2021,2,Melbourne,1325463
2021,2,Murray,2147994
2021,2,Ovens,32229
2021,2,South Gippsland,8296
2021,2,Thomson/Macalister,95048
2021,2,Werribee,44322
2021,3,,45805
2021,3,Ballarat,49090
2021,3,Bendigo,99299
2021,3,Broken,31431
2021,3,Campaspe,69794
2021,3,Geelong,64874
2021,3,Glenelg/Wimmera,166825
2021,3,Goulburn,2260099
2021,3,Latrobe,231768
2021,3,Loddon,99096
2021,3,Maribyrnong,5883
2021,3,Melbourne,1310978
2021,3,Murray,2038307
2021,3,Ovens,26742
2021,3,South Gippsland,7860
2021,3,Thomson/Macalister,78663
2021,3,Werribee,42314
2021,4,,39763
2021,4,Ballarat,47922
2021,4,Bendigo,96230
2021,4,Broken,29250
2021,4,Campaspe,66217
2021,4,Geelong,61766
2021,4,Glenelg/Wimmera,162710
2021,4,Goulburn,2063779
2021,4,Latrobe,233195
2021,4,Loddon,93755
2021,4,Maribyrnong,5910
2021,4,Melbourne,1303665
2021,4,Murray,1937618
2021,4,Ovens,23309
2021,4,South Gippsland,7348
2021,4,Thomson/Macalister,62135
2021,4,Werribee,40685
2021,5,,37800
2021,5,Ballarat,47056
2021,5,Bendigo,94179
2021,5,Broken,28563
2021,5,Campaspe,63134
2021,5,Geelong,64750
2021,5,Glenelg/Wimmera,159830
2021,5,Goulburn,2035841
2021,5,Latrobe,233361
2021,5,Loddon,91173
2021,5,Maribyrnong,6092
2021,5,Melbourne,1287469
2021,5,Murray,2571615
2021,5,Ovens,24260
2021,5,South Gippsland,7397
2021,5,Thomson/Macalister,67121
2021,5,Werribee,42605
2021,6,,37800
2021,6,Ballarat,48851
2021,6,Bendigo,102459
2021,6,Broken,30421
2021,6,Campaspe,65842
2021,6,Geelong,72435
2021,6,Glenelg/Wimmera,171410
2021,6,Goulburn,2220703
2021,6,Latrobe,234350
2021,6,Loddon,94383
2021,6,Maribyrnong,10188
2021,6,Melbourne,1356638
2021,6,Murray,2888494
2021,6,Ovens,28544
2021,6,South Gippsland,9598
2021,6,Thomson/Macalister,141528
2021,6,Werribee,51916
2021,7,,45185
2021,7,Ballarat,52982
2021,7,Bendigo,118138
2021,7,Broken,40723
2021,7,Campaspe,86331
2021,7,Geelong,81222
2021,7,Glenelg/Wimmera,195780
2021,7,Goulburn,2622224
2021,7,Latrobe,233038
2021,7,Loddon,123759
2021,7,Maribyrnong,11613
2021,7,Melbourne,1407912
2021,7,Murray,3471797
2021,7,Ovens,30657
2021,7,South Gippsland,10308
2021,7,Thomson/Macalister,149092
2021,7,Werribee,54641
2021,8,,46734
2021,8,Ballarat,55939
2021,8,Bendigo,123816
2021,8,Broken,40602
2021,8,Campaspe,104590
2021,8,Geelong,87354
2021,8,Glenelg/Wimmera,235269
2021,8,Goulburn,2870428
2021,8,Latrobe,233506
2021,8,Loddon,148199
2021,8,Maribyrnong,12356
2021,8,Melbourne,1489619
2021,8,Murray,3954257
2021,8,Ovens,28194
2021,8,South Gippsland,10526
2021,8,Thomson/Macalister,163034
2021,8,Werribee,56077
2021,9,,48335
2021,9,Ballarat,56689
2021,9,Bendigo,126197
2021,9,Broken,40723
2021,9,Campaspe,109370
2021,9,Geelong,88683
2021,9,Glenelg/Wimmera,238170
2021,9,Goulburn,3116492
2021,9,Latrobe,235244
2021,9,Loddon,155505
2021,9,Maribyrnong,13341
2021,9,Melbourne,1523566
2021,9,Murray,4402837
2021,9,Ovens,28292
2021,9,South Gippsland,10646
2021,9,Thomson/Macalister,162646
2021,9,Werribee,57987
2021,10,,48387
2021,10,Ballarat,57072
2021,10,Bendigo,125929
2021,10,Broken,40481
2021,10,Campaspe,118142
2021,10,Geelong,92835
2021,10,Glenelg/Wimmera,242613
2021,10,Goulburn,3259634
2021,10,Latrobe,234336
2021,10,Loddon,160673
2021,10,Maribyrnong,14456
2021,10,Melbourne,1584185
2021,10,Murray,4479455
2021,10,Ovens,30439
2021,10,South Gippsland,10527
2021,10,Thomson/Macalister,172779
2021,10,Werribee,59395
2021,11,,47251
2021,11,Ballarat,57258
2021,11,Bendigo,125635
2021,11,Broken,40642
2021,11,Campaspe,121188
2021,11,Geelong,92400
2021,11,Glenelg/Wimmera,239410
2021,11,Goulburn,3349269
2021,11,Latrobe,234508
2021,11,Loddon,162457
2021,11,Maribyrnong,16453
2021,11,Melbourne,1630156
2021,11,Murray,4575359
2021,11,Ovens,37066
2021,11,South Gippsland,10167
2021,11,Thomson/Macalister,167112
2021,11,Werribee,63164
2021,12,,45495
2021,12,Ballarat,55582
2021,12,Bendigo,121395
2021,12,Broken,39673
2021,12,Campaspe,115584
2021,12,Geelong,87599
2021,12,Glenelg/Wimmera,218373
2021,12,Goulburn,3275626
2021,12,Latrobe,233587
2021,12,Loddon,156026
2021,12,Maribyrnong,16384
2021,12,Melbourne,1629428
2021,12,Murray,4443809
2021,12,Ovens,37304
2021,12,South Gippsland,9256
2021,12,Thomson/Macalister,168594
2021,12,Werribee,61517
2022,1,,49265
2022,1,Ballarat,55329
2022,1,Bendigo,117402
2022,1,Broken,39713
2022,1,Campaspe,110284
2022,1,Geelong,85822
2022,1,Glenelg/Wimmera,204140
2022,1,Goulburn,3193604
2022,1,Latrobe,232298
2022,1,Loddon,158303
2022,1,Maribyrnong,16784
2022,1,Melbourne,1600079
2022,1,Murray,4529208
2022,1,Ovens,35407
2022,1,South Gippsland,8457
2022,1,Thomson/Macalister,156991
2022,1,Werribee,60737
2022,2,,45185
2022,2,Ballarat,53038
2022,2,Bendigo,112347
2022,2,Broken,37653
2022,2,Campaspe,104680
2022,2,Geelong,81229
2022,2,Glenelg/Wimmera,188720
2022,2,Goulburn,3061061
2022,2,Latrobe,226543
2022,2,Loddon,148846
2022,2,Maribyrnong,16387
2022,2,Melbourne,1565146
2022,2,Murray,4691358
2022,2,Ovens,30306
2022,2,South Gippsland,7585
2022,2,Thomson/Macalister,144659
2022,2,Werribee,57218
2022,3,,42448
2022,3,Ballarat,74261
2022,3,Bendigo,109240
2022,3,Broken,36360
2022,3,Campaspe,99745
2022,3,Geelong,78960
2022,3,Glenelg/Wimmera,177940
2022,3,Goulburn,2858638
2022,3,Latrobe,224815
2022,3,Loddon,139703
2022,3,Maribyrnong,16218
2022,3,Melbourne,1552998
2022,3,Murray,4616823
2022,3,Ovens,26321
2022,3,South Gippsland,6922
2022,3,Thomson/Macalister,148252
2022,3,Werribee,55447
2022,4,,47560
2022,4,Ballarat,50558
2022,4,Bendigo,106724
2022,4,Broken,35471
2022,4,Campaspe,96699
2022,4,Geelong,76038
2022,4,Glenelg/Wimmera,169120
2022,4,Goulburn,2797636
2022,4,Latrobe,229536
2022,4,Loddon,132426
2022,4,Maribyrnong,16112
2022,4,Melbourne,1524906
2022,4,Murray,4660942
2022,4,Ovens,25292
2022,4,South Gippsland,6429
2022,4,Thomson/Macalister,117360
2022,4,Werribee,54445
2022,5,,38575
2022,5,Ballarat,49520
2022,5,Bendigo,105589
2022,5,Broken,35794
2022,5,Campaspe,96854
2022,5,Geelong,73802
2022,5,Glenelg/Wimmera,164780
2022,5,Goulburn,2809539
2022,5,Latrobe,229749
2022,5,Loddon,131327
2022,5,Maribyrnong,15954
2022,5,Melbourne,1512974
2022,5,Murray,4556627
2022,5,Ovens,23380
2022,5,South Gippsland,6224
2022,5,Thomson/Macalister,109897
2022,5,Werribee,53768
2022,6,,30932
2022,6,Ballarat,49972
2022,6,Bendigo,110015
2022,6,Broken,40642
2022,6,Campaspe,98797
2022,6,Geelong,95435
2022,6,Glenelg/Wimmera,170070
2022,6,Goulburn,3080457
2022,6,Latrobe,234335
2022,6,Loddon,132166
2022,6,Maribyrnong,16161
2022,6,Melbourne,1573249
2022,6,Murray,4569534
2022,6,Ovens,28129
2022,6,South Gippsland,8593
2022,6,Thomson/Macalister,125739
2022,6,Werribee,55427
2022,7,,33876
2022,7,Ballarat,50668
2022,7,Bendigo,112881
2022,7,Broken,40683
2022,7,Campaspe,98729
2022,7,Geelong,83620
2022,7,Glenelg/Wimmera,173600
2022,7,Goulburn,3144602
2022,7,Latrobe,234797
2022,7,Loddon,135768
2022,7,Maribyrnong,16417
2022,7,Melbourne,1594754
2022,7,Murray,4592199
2022,7,Ovens,27549
2022,7,South Gippsland,10138
2022,7,Thomson/Macalister,143157
2022,7,Werribee,56168
2022,8,,47044
2022,8,Ballarat,56280
2022,8,Bendigo,127814
2022,8,Broken,41127
2022,8,Campaspe,127344
2022,8,Geelong,92402
2022,8,Glenelg/Wimmera,208130
2022,8,Goulburn,3593477
2022,8,Latrobe,234797
2022,8,Loddon,189787
2022,8,Maribyrnong,17906
2022,8,Melbourne,1675405
2022,8,Murray,4620326
2022,8,Ovens,29273
2022,8,South Gippsland,10668
2022,8,Thomson/Macalister,158126
2022,8,Werribee,64214
2022,9,,43997
2022,9,Ballarat,56714
2022,9,Bendigo,127531
2022,9,Broken,41208
2022,9,Campaspe,245244
2022,9,Geelong,94327
2022,9,Glenelg/Wimmera,265400
2022,9,Goulburn,3740064
2022,9,Latrobe,234417
2022,9,Loddon,231441
2022,9,Maribyrnong,21642
2022,9,Melbourne,1720584
2022,9,Murray,4654939
2022,9,Ovens,29316
2022,9,South Gippsland,10668
2022,9,Thomson/Macalister,167047
2022,9,Werribee,68373
2022,10,,54635
2022,10,Ballarat,56937
2022,10,Bendigo,119142
2022,10,Broken,40521
2022,10,Campaspe,271444
2022,10,Geelong,94889
2022,10,Glenelg/Wimmera,370580
2022,10,Goulburn,3787210
2022,10,Latrobe,235803
2022,10,Loddon,233787
2022,10,Maribyrnong,25428
2022,10,Melbourne,1774276
2022,10,Murray,4676048
2022,10,Ovens,31225
2022,10,South Gippsland,10591
2022,10,Thomson/Macalister,168527
2022,10,Werribee,67658
2022,11,,44359
2022,11,Ballarat,56762
2022,11,Bendigo,127088
2022,11,Broken,40723
2022,11,Campaspe,258402
2022,11,Geelong,94158
2022,11,Glenelg/Wimmera,442700
2022,11,Goulburn,3738575
2022,11,Latrobe,234679
2022,11,Loddon,232561
2022,11,Maribyrnong,25438
2022,11,Melbourne,1774668
2022,11,Murray,4654925
2022,11,Ovens,29144
2022,11,South Gippsland,10054
2022,11,Thomson/Macalister,160340
2022,11,Werribee,67840
2022,12,,40176
2022,12,Ballarat,56688
2022,12,Bendigo,125101
2022,12,Broken,40279
2022,12,Campaspe,249751
2022,12,Geelong,90677
2022,12,Glenelg/Wimmera,435630
2022,12,Goulburn,3778508
2022,12,Latrobe,234933
2022,12,Loddon,231510
2022,12,Maribyrnong,25311
2022,12,Melbourne,1757853
2022,12,Murray,4798837
2022,12,Ovens,32337
2022,12,South Gippsland,9898
2022,12,Thomson/Macalister,162968
2022,12,Werribee,66897
2023,1,,43429
2023,1,Ballarat,54248
2023,1,Bendigo,120923
2023,1,Broken,38784
2023,1,Campaspe,242379
2023,1,Geelong,85751
2023,1,Glenelg/Wimmera,401480
2023,1,Goulburn,3713546
2023,1,Latrobe,233272
2023,1,Loddon,225993
2023,1,Maribyrnong,25018
2023,1,Melbourne,1723428
2023,1,Murray,4758784
2023,1,Ovens,36732
2023,1,South Gippsland,8941
2023,1,Thomson/Macalister,138697
2023,1,Werribee,64145
2023,2,,41828
2023,2,Ballarat,52799
2023,2,Bendigo,117375
2023,2,Broken,36562
2023,2,Campaspe,232935
2023,2,Geelong,81169
2023,2,Glenelg/Wimmera,379290
2023,2,Goulburn,3654847
2023,2,Latrobe,227151
2023,2,Loddon,216326
2023,2,Maribyrnong,24668
2023,2,Melbourne,1685217
2023,2,Murray,4592585
2023,2,Ovens,34101
2023,2,South Gippsland,8198
2023,2,Thomson/Macalister,108808
2023,2,Werribee,60954
2023,3,,42087
2023,3,Ballarat,51150
2023,3,Bendigo,112089
2023,3,Broken,32966
2023,3,Campaspe,227819
2023,3,Geelong,76770
2023,3,Glenelg/Wimmera,364440
2023,3,Goulburn,3441550
2023,3,Latrobe,217307
2023,3,Loddon,200666
2023,3,Maribyrnong,24422
2023,3,Melbourne,1654757
2023,3,Murray,4418445
2023,3,Ovens,30244
2023,3,South Gippsland,7672
2023,3,Thomson/Macalister,85650
2023,3,Werribee,58504
2023,4,,39866
2023,4,Ballarat,50188
2023,4,Bendigo,110766
2023,4,Broken,33007
2023,4,Campaspe,225687
2023,4,Geelong,74414
2023,4,Glenelg/Wimmera,362030
2023,4,Goulburn,3422063
2023,4,Latrobe,216823
2023,4,Loddon,193766
2023,4,Maribyrnong,24355
2023,4,Melbourne,1637085
2023,4,Murray,4215590
2023,4,Ovens,27330
2023,4,South Gippsland,7251
2023,4,Thomson/Macalister,88086
2023,4,Werribee,57961
2023,5,,35477
2023,5,Ballarat,49505
2023,5,Bendigo,109364
2023,5,Broken,33168
2023,5,Campaspe,222580
2023,5,Geelong,72773
2023,5,Glenelg/Wimmera,358410
2023,5,Goulburn,3445472
2023,5,Latrobe,215577
2023,5,Loddon,190915
2023,5,Maribyrnong,24230
2023,5,Melbourne,1626727
2023,5,Murray,4233255
2023,5,Ovens,26073
2023,5,South Gippsland,7782
2023,5,Thomson/Macalister,98076
2023,5,Werribee,57068
2023,6,,36561
2023,6,Ballarat,51590
2023,6,Bendigo,122482
2023,6,Broken,40925
2023,6,Campaspe,242744
2023,6,Geelong,75394
2023,6,Glenelg/Wimmera,387410
2023,6,Goulburn,3672782
2023,6,Latrobe,224714
2023,6,Loddon,223116
2023,6,Maribyrnong,24039
2023,6,Melbourne,1660223
2023,6,Murray,4402542
2023,6,Ovens,29690
2023,6,South Gippsland,10629
2023,6,Thomson/Macalister,138894
2023,6,Werribee,61653
2023,7,,37078
2023,7,Ballarat,53970
2023,7,Bendigo,126822
2023,7,Broken,40642
2023,7,Campaspe,250725
2023,7,Geelong,79853
2023,7,Glenelg/Wimmera,415780
2023,7,Goulburn,3606130
2023,7,Latrobe,233505
2023,7,Loddon,230312
2023,7,Maribyrnong,23946
2023,7,Melbourne,1673977
2023,7,Murray,4342688
2023,7,Ovens,28241
2023,7,South Gippsland,10591
2023,7,Thomson/Macalister,152965
2023,7,Werribee,65088
2023,8,,46115
2023,8,Ballarat,54165
2023,8,Bendigo,127094
2023,8,Broken,40723
2023,8,Campaspe,251274
2023,8,Geelong,80001
2023,8,Glenelg/Wimmera,424970
2023,8,Goulburn,3702083
2023,8,Latrobe,234456
2023,8,Loddon,232961
2023,8,Maribyrnong,23840
2023,8,Melbourne,1668314
2023,8,Murray,4435881
2023,8,Ovens,32620
2023,8,South Gippsland,10544
2023,8,Thomson/Macalister,156014
2023,8,Werribee,65871
2023,9,,48697
2023,9,Ballarat,54140
2023,9,Bendigo,125831
2023,9,Broken,40481
2023,9,Campaspe,240307
2023,9,Geelong,77965
2023,9,Glenelg/Wimmera,426610
2023,9,Goulburn,3633460
2023,9,Latrobe,234125
2023,9,Loddon,225023
2023,9,Maribyrnong,23574
2023,9,Melbourne,1677158
2023,9,Murray,4459379
2023,9,Ovens,32448
2023,9,South Gippsland,10356
2023,9,Thomson/Macalister,164775
2023,9,Werribee,65240
2023,10,,49213
2023,10,Ballarat,53687
2023,10,Bendigo,124753
2023,10,Broken,40521
2023,10,Campaspe,236042
2023,10,Geelong,75398
2023,10,Glenelg/Wimmera,410890
2023,10,Goulburn,3791017
2023,10,Latrobe,234431
2023,10,Loddon,220280
2023,10,Maribyrnong,23262
2023,10,Melbourne,1737721
2023,10,Murray,4398937
2023,10,Ovens,32585
2023,10,South Gippsland,10559
2023,10,Thomson/Macalister,175284
2023,10,Werribee,64633
2023,11,,52053
2023,11,Ballarat,52289
2023,11,Bendigo,121284
2023,11,Broken,40279
2023,11,Campaspe,226782
2023,11,Geelong,73099
2023,11,Glenelg/Wimmera,397200
2023,11,Goulburn,3749277
2023,11,Latrobe,233302
2023,11,Loddon,207182
2023,11,Maribyrnong,22758
2023,11,Melbourne,1722437
2023,11,Murray,4236215
2023,11,Ovens,35904
2023,11,South Gippsland,10128
2023,11,Thomson/Macalister,163916
2023,11,Werribee,62819
2023,12,,48542
2023,12,Ballarat,51728
2023,12,Bendigo,118778
2023,12,Broken,40198
2023,12,Campaspe,222488
2023,12,Geelong,78561
2023,12,Glenelg/Wimmera,384010
2023,12,Goulburn,3722929
2023,12,Latrobe,233747
2023,12,Loddon,210693
2023,12,Maribyrnong,22978
2023,12,Melbourne,1723504
2023,12,Murray,4203691
2023,12,Ovens,36971
2023,12,South Gippsland,9893
2023,12,Thomson/Macalister,165385
2023,12,Werribee,66849
2024,1,,49368
2024,1,Ballarat,50761
2024,1,Bendigo,121050
2024,1,Broken,40238
2024,1,Campaspe,249751
2024,1,Geelong,76039
2024,1,Glenelg/Wimmera,372120
2024,1,Goulburn,3711095
2024,1,Latrobe,233167
2024,1,Loddon,210022
2024,1,Maribyrnong,23486
2024,1,Melbourne,1728416
2024,1,Murray,4189937
2024,1,Ovens,34783
2024,1,South Gippsland,9459
2024,1,Thomson/Macalister,157266
2024,1,Werribee,66873
2024,2,,46476
2024,2,Ballarat,48400
2024,2,Bendigo,117120
2024,2,Broken,36804
2024,2,Campaspe,241100
2024,2,Geelong,70164
2024,2,Glenelg/Wimmera,349870
2024,2,Goulburn,3587537
2024,2,Latrobe,231202
2024,2,Loddon,198740
2024,2,Maribyrnong,22792
2024,2,Melbourne,1755741
2024,2,Murray,3996491
2024,2,Ovens,31660
2024,2,South Gippsland,8709
2024,2,Thomson/Macalister,122234
2024,2,Werribee,61868
2024,3,,46269
2024,3,Ballarat,45906
2024,3,Bendigo,111669
2024,3,Broken,33976
2024,3,Campaspe,233059
2024,3,Geelong,64036
2024,3,Glenelg/Wimmera,328380
2024,3,Goulburn,3410133
2024,3,Latrobe,224325
2024,3,Loddon,180722
2024,3,Maribyrnong,22033
2024,3,Melbourne,1643963
2024,3,Murray,3684148
2024,3,Ovens,28682
2024,3,South Gippsland,7930
2024,3,Thomson/Macalister,88386
2024,3,Werribee,57678
2024,4,,42396
2024,4,Ballarat,44972
2024,4,Bendigo,109159
2024,4,Broken,32320
2024,4,Campaspe,229403
2024,4,Geelong,60842
2024,4,Glenelg/Wimmera,316560
2024,4,Goulburn,3313347
2024,4,Latrobe,225127
2024,4,Loddon,174655
2024,4,Maribyrnong,21678
2024,4,Melbourne,1613074
2024,4,Murray,3545954
2024,4,Ovens,20630
2024,4,South Gippsland,7630
2024,4,Thomson/Macalister,82493
2024,4,Werribee,57525
2024,5,,39350
2024,5,Ballarat,43841
2024,5,Bendigo,105477
2024,5,Broken,31391
2024,5,Campaspe,225991
2024,5,Geelong,57652
2024,5,Glenelg/Wimmera,308540
2024,5,Goulburn,3287626
2024,5,Latrobe,227197
2024,5,Loddon,171063
2024,5,Maribyrnong,21334
2024,5,Melbourne,1582619
2024,5,Murray,3701431
2024,5,Ovens,19200
2024,5,South Gippsland,7173
2024,5,Thomson/Macalister,67523
2024,5,Werribee,56168
2024,6,,42706
2024,6,Ballarat,42699
2024,6,Bendigo,104051
2024,6,Broken,31431
2024,6,Campaspe,225582
2024,6,Geelong,54846
2024,6,Glenelg/Wimmera,307570
2024,6,Goulburn,3275080
2024,6,Latrobe,230309
2024,6,Loddon,169085
2024,6,Maribyrnong,21086
