Year,Month,System,TotalVolume_ML
2014,10,Melbourne,1443584
2014,10,Murray,3901656
2014,10,Ovens,37039
2014,10,South Gippsland,10384
2014,10,Thomson/Macalister,173642
2014,10,Werribee,39699
2014,11,,43199
2014,11,Ballarat,45420
2014,11,Bendigo,105538
2014,11,Broken,37910
2014,11,Campaspe,131878
2014,11,Geelong,72915
2014,11,Glenelg/Wimmera,206861
2014,11,Goulburn,2976446
2014,11,Latrobe,244175
2014,11,Loddon,126240
2014,11,Maribyrnong,16548
2014,11,Melbourne,1422600
2014,11,Murray,3646799
2014,11,Ovens,37155
2014,11,South Gippsland,9797
2014,11,Thomson/Macalister,159106
2014,11,Werribee,36805
2014,12,,40767
2014,12,Ballarat,43288
2014,12,Bendigo,101603
2014,12,Broken,35083
2014,12,Campaspe,122667
2014,12,Geelong,69567
2014,12,Glenelg/Wimmera,195036
2014,12,Goulburn,2801047
2014,12,Latrobe,238535
2014,12,Loddon,119054
2014,12,Maribyrnong,15732
2014,12,Melbourne,1397085
2014,12,Murray,3273440
2014,12,Ovens,36125
2014,12,South Gippsland,9110
2014,12,Thomson/Macalister,165605
2014,12,Werribee,34721
2015,1,,40985
2015,1,Ballarat,41116
2015,1,Bendigo,94932
2015,1,Broken,32625
2015,1,Campaspe,119836
2015,1,Geelong,65201
2015,1,Glenelg/Wimmera,183678
2015,1,Goulburn,2619319
2015,1,Latrobe,233678
2015,1,Loddon,114069
2015,1,Maribyrnong,14869
2015,1,Melbourne,1364106
2015,1,Murray,3269473
2015,1,Ovens,34016
2015,1,South Gippsland,8371
2015,1,Thomson/Macalister,134490
2015,1,Werribee,32082
2015,2,,42955
2015,2,Ballarat,40072
2015,2,Bendigo,90476
2015,2,Broken,29397
2015,2,Campaspe,113908
2015,2,Geelong,61787
2015,2,Glenelg/Wimmera,169967
2015,2,Goulburn,2451091
2015,2,Latrobe,233086
2015,2,Loddon,107991
2015,2,Maribyrnong,14084
2015,2,Melbourne,1328860
2015,2,Murray,2701207
2015,2,Ovens,29292
2015,2,South Gippsland,7843
2015,2,Thomson/Macalister,114652
2015,2,Werribee,29431
2015,3,,42345
2015,3,Ballarat,38151
2015,3,Bendigo,84426
2015,3,Broken,24934
2015,3,Campaspe,108455
2015,3,Geelong,57829
2015,3,Glenelg/Wimmera,157417
2015,3,Goulburn,2188784
2015,3,Latrobe,234398
2015,3,Loddon,99079
2015,3,Maribyrnong,13114
2015,3,Melbourne,1287680
2015,3,Murray,2360797
2015,3,Ovens,22621
2015,3,South Gippsland,7321
2015,3,Thomson/Macalister,78029
2015,3,Werribee,26531
2015,4,,40533
2015,4,Ballarat,37445
2015,4,Bendigo,80850
2015,4,Broken,22069
2015,4,Campaspe,105529
2015,4,Geelong,55002
2015,4,Glenelg/Wimmera,153582
2015,4,Goulburn,2097786
2015,4,Latrobe,222056
2015,4,Loddon,86024
2015,4,Maribyrnong,12514
2015,4,Melbourne,1261304
2015,4,Murray,2361268
2015,4,Ovens,21287
2015,4,South Gippsland,7000
2015,4,Thomson/Macalister,76078
2015,4,Werribee,25195
2015,5,,36844
2015,5,Ballarat,36884
2015,5,Bendigo,79651
2015,5,Broken,21721
2015,5,Campaspe,104126
2015,5,Geelong,54784
2015,5,Glenelg/Wimmera,152496
2015,5,Goulburn,2103728
2015,5,Latrobe,225395
2015,5,Loddon,87147
2015,5,Maribyrnong,11899
2015,5,Melbourne,1250214
2015,5,Murray,2421479
2015,5,Ovens,24573
2015,5,South Gippsland,7175
2015,5,Thomson/Macalister,93482
2015,5,Werribee,24279
2015,6,,44502
2015,6,Ballarat,36312
2015,6,Bendigo,78531
2015,6,Broken,21462
2015,6,Campaspe,103377
2015,6,Geelong,54623
2015,6,Glenelg/Wimmera,156483
2015,6,Goulburn,2052884
2015,6,Latrobe,243989
2015,6,Loddon,84132
2015,6,Maribyrnong,11180
2015,6,Melbourne,1238461
2015,6,Murray,2661092
2015,6,Ovens,27922
2015,6,South Gippsland,7035
2015,6,Thomson/Macalister,118120
2015,6,Werribee,23950
2015,7,,37996
2015,7,Ballarat,36146
2015,7,Bendigo,78758
2015,7,Broken,22125
2015,7,Campaspe,101928
2015,7,Geelong,55900
2015,7,Glenelg/Wimmera,164466
2015,7,Goulburn,2185292
2015,7,Latrobe,243932
2015,7,Loddon,82265
2015,7,Maribyrnong,10861
2015,7,Melbourne,1259846
2015,7,Murray,2619456
2015,7,Ovens,28683
2015,7,South Gippsland,7629
2015,7,Thomson/Macalister,162336
2015,7,Werribee,23350
2015,8,,42425
2015,8,Ballarat,36331
2015,8,Bendigo,78493
2015,8,Broken,22759
2015,8,Campaspe,96143
2015,8,Geelong,58762
2015,8,Glenelg/Wimmera,172950
2015,8,Goulburn,2294261
2015,8,Latrobe,243657
2015,8,Loddon,77634
2015,8,Maribyrnong,10469
2015,8,Melbourne,1320257
2015,8,Murray,2741978
2015,8,Ovens,30016
2015,8,South Gippsland,9621
2015,8,Thomson/Macalister,173554
2015,8,Werribee,21959
2015,9,,43407
2015,9,Ballarat,36608
2015,9,Bendigo,77783
2015,9,Broken,22569
2015,9,Campaspe,92115
2015,9,Geelong,59488
2015,9,Glenelg/Wimmera,175320
2015,9,Goulburn,2224850
2015,9,Latrobe,244477
2015,9,Loddon,74113
2015,9,Maribyrnong,10095
2015,9,Melbourne,1350052
2015,9,Murray,2705727
2015,9,Ovens,35098
2015,9,South Gippsland,9751
2015,9,Thomson/Macalister,175980
2015,9,Werribee,23246
2015,10,,42510
2015,10,Ballarat,35500
2015,10,Bendigo,74649
2015,10,Broken,21509
2015,10,Campaspe,83868
2015,10,Geelong,55566
2015,10,Glenelg/Wimmera,166929
2015,10,Goulburn,2006761
2015,10,Latrobe,242706
2015,10,Loddon,67827
2015,10,Maribyrnong,9394
2015,10,Melbourne,1326842
2015,10,Murray,2574219
2015,10,Ovens,37019
2015,10,South Gippsland,9251
2015,10,Thomson/Macalister,164500
2015,10,Werribee,21593
2015,11,,37092
2015,11,Ballarat,34546
2015,11,Bendigo,69967
2015,11,Broken,20495
2015,11,Campaspe,78465
2015,11,Geelong,51956
2015,11,Glenelg/Wimmera,157350
2015,11,Goulburn,1937568
2015,11,Latrobe,241592
2015,11,Loddon,63654
2015,11,Maribyrnong,8668
2015,11,Melbourne,1294581
2015,11,Murray,2406576
2015,11,Ovens,36959
2015,11,South Gippsland,8554
2015,11,Thomson/Macalister,154692
2015,11,Werribee,20321
2015,12,,37611
2015,12,Ballarat,32963
2015,12,Bendigo,63709
2015,12,Broken,17939
2015,12,Campaspe,72446
2015,12,Geelong,46920
2015,12,Glenelg/Wimmera,147450
2015,12,Goulburn,1797385
2015,12,Latrobe,229760
2015,12,Loddon,57918
2015,12,Maribyrnong,7730
2015,12,Melbourne,1246743
2015,12,Murray,2073987
2015,12,Ovens,35783
2015,12,South Gippsland,7612
2015,12,Thomson/Macalister,122234
2015,12,Werribee,17588
2016,1,,41820
2016,1,Ballarat,31856
2016,1,Bendigo,58767
2016,1,Broken,16099
2016,1,Campaspe,68147
2016,1,Geelong,41678
2016,1,Glenelg/Wimmera,140445
2016,1,Goulburn,1688230
2016,1,Latrobe,224959
2016,1,Loddon,52882
2016,1,Maribyrnong,6680
2016,1,Melbourne,1206666
2016,1,Murray,1854858
2016,1,Ovens,32067
2016,1,South Gippsland,6651
2016,1,Thomson/Macalister,106395
2016,1,Werribee,14847
2016,2,,39191
2016,2,Ballarat,31059
2016,2,Bendigo,55758
2016,2,Broken,13731
2016,2,Campaspe,60238
2016,2,Geelong,37696
2016,2,Glenelg/Wimmera,130600
2016,2,Goulburn,1558610
2016,2,Latrobe,216666
2016,2,Loddon,48324
2016,2,Maribyrnong,5843
2016,2,Melbourne,1165712
2016,2,Murray,1556219
2016,2,Ovens,25458
2016,2,South Gippsland,6136
2016,2,Thomson/Macalister,81787
2016,2,Werribee,13530
2016,3,,42086
2016,3,Ballarat,30566
2016,3,Bendigo,53363
2016,3,Broken,10865
2016,3,Campaspe,52172
2016,3,Geelong,33485
2016,3,Glenelg/Wimmera,123960
2016,3,Goulburn,1363897
2016,3,Latrobe,209274
2016,3,Loddon,40497
2016,3,Maribyrnong,4856
2016,3,Melbourne,1123991
2016,3,Murray,1515523
2016,3,Ovens,16571
2016,3,South Gippsland,5526
2016,3,Thomson/Macalister,65649
2016,3,Werribee,11459
2016,4,,44154
2016,4,Ballarat,30424
2016,4,Bendigo,51803
2016,4,Broken,8944
2016,4,Campaspe,47491
2016,4,Geelong,31202
2016,4,Glenelg/Wimmera,119235
2016,4,Goulburn,1220525
2016,4,Latrobe,191910
2016,4,Loddon,34537
2016,4,Maribyrnong,4357
2016,4,Melbourne,1085624
2016,4,Murray,1386895
2016,4,Ovens,12405
2016,4,South Gippsland,5107
2016,4,Thomson/Macalister,39732
2016,4,Werribee,10492
2016,5,,37000
2016,5,Ballarat,30329
2016,5,Bendigo,51732
2016,5,Broken,8826
2016,5,Campaspe,46380
2016,5,Geelong,30903
2016,5,Glenelg/Wimmera,121704
2016,5,Goulburn,1285327
2016,5,Latrobe,191235
2016,5,Loddon,33814
2016,5,Maribyrnong,3873
2016,5,Melbourne,1064619
2016,5,Murray,1567023
2016,5,Ovens,26694
2016,5,South Gippsland,5134
2016,5,Thomson/Macalister,46741
2016,5,Werribee,10175
2016,6,,40603
2016,6,Ballarat,30823
2016,6,Bendigo,53959
2016,6,Broken,11938
2016,6,Campaspe,45320
2016,6,Geelong,32187
2016,6,Glenelg/Wimmera,129710
2016,6,Goulburn,1454294
2016,6,Latrobe,201018
2016,6,Loddon,35319
2016,6,Maribyrnong,3735
2016,6,Melbourne,1076002
2016,6,Murray,1909860
2016,6,Ovens,28600
2016,6,South Gippsland,6482
2016,6,Thomson/Macalister,81596
2016,6,Werribee,9966
2016,7,,46561
2016,7,Ballarat,36654
2016,7,Bendigo,80153
2016,7,Broken,33591
2016,7,Campaspe,71760
2016,7,Geelong,48143
2016,7,Glenelg/Wimmera,171710
2016,7,Goulburn,2030862
2016,7,Latrobe,219448
2016,7,Loddon,63768
2016,7,Maribyrnong,5160
2016,7,Melbourne,1146805
2016,7,Murray,2557823
2016,7,Ovens,32228
2016,7,South Gippsland,9265
2016,7,Thomson/Macalister,163216
2016,7,Werribee,21982
2016,8,,45647
2016,8,Ballarat,41969
2016,8,Bendigo,96988
2016,8,Broken,41226
2016,8,Campaspe,94699
2016,8,Geelong,56742
2016,8,Glenelg/Wimmera,213220
2016,8,Goulburn,2348480
2016,8,Latrobe,225045
2016,8,Loddon,92885
2016,8,Maribyrnong,5455
2016,8,Melbourne,1199148
2016,8,Murray,2970106
2016,8,Ovens,29279
2016,8,South Gippsland,9358
2016,8,Thomson/Macalister,159401
2016,8,Werribee,26882
2016,9,,49070
2016,9,Ballarat,57577
2016,9,Bendigo,126841
2016,9,Broken,43179
2016,9,Campaspe,236955
2016,9,Geelong,75071
2016,9,Glenelg/Wimmera,305431
2016,9,Goulburn,2668947
2016,9,Latrobe,229366
2016,9,Loddon,234373
2016,9,Maribyrnong,10090
2016,9,Melbourne,1238099
2016,9,Murray,3185226
2016,9,Ovens,31919
2016,9,South Gippsland,9604
2016,9,Thomson/Macalister,176474
2016,9,Werribee,51825
2016,10,,48908
2016,10,Ballarat,58608
2016,10,Bendigo,125742
2016,10,Broken,40550
2016,10,Campaspe,253236
2016,10,Geelong,76997
2016,10,Glenelg/Wimmera,370810
2016,10,Goulburn,3070088
2016,10,Latrobe,232007
2016,10,Loddon,228982
2016,10,Maribyrnong,11926
2016,10,Melbourne,1303724
2016,10,Murray,3819277
2016,10,Ovens,28292
2016,10,South Gippsland,10031
2016,10,Thomson/Macalister,176474
2016,10,Werribee,56484
2016,11,,45104
2016,11,Ballarat,58884
2016,11,Bendigo,125173
2016,11,Broken,40294
2016,11,Campaspe,249593
2016,11,Geelong,80542
2016,11,Glenelg/Wimmera,377550
2016,11,Goulburn,3101202
2016,11,Latrobe,234443
2016,11,Loddon,230091
2016,11,Maribyrnong,11861
2016,11,Melbourne,1315943
2016,11,Murray,4173104
2016,11,Ovens,34313
2016,11,South Gippsland,9687
2016,11,Thomson/Macalister,176633
2016,11,Werribee,54816
2016,12,,47900
2016,12,Ballarat,57071
2016,12,Bendigo,122182
2016,12,Broken,39302
2016,12,Campaspe,243733
2016,12,Geelong,75862
2016,12,Glenelg/Wimmera,354165
2016,12,Goulburn,3023785
2016,12,Latrobe,233468
2016,12,Loddon,223410
2016,12,Maribyrnong,11791
2016,12,Melbourne,1293033
2016,12,Murray,4224796
2016,12,Ovens,37107
2016,12,South Gippsland,8907
2016,12,Thomson/Macalister,155396
2016,12,Werribee,51500
2017,1,,45095
2017,1,Ballarat,55219
2017,1,Bendigo,117252
2017,1,Broken,38488
2017,1,Campaspe,236872
2017,1,Geelong,70647
2017,1,Glenelg/Wimmera,337510
2017,1,Goulburn,2892654
2017,1,Latrobe,228120
2017,1,Loddon,214730
2017,1,Maribyrnong,11293
2017,1,Melbourne,1256216
2017,1,Murray,3974671
2017,1,Ovens,37047
2017,1,South Gippsland,8039
2017,1,Thomson/Macalister,119165
2017,1,Werribee,47773
2017,2,,45591
2017,2,Ballarat,53664
2017,2,Bendigo,113120
2017,2,Broken,36241
2017,2,Campaspe,228647
2017,2,Geelong,66386
2017,2,Glenelg/Wimmera,318470
2017,2,Goulburn,2763261
2017,2,Latrobe,218488
2017,2,Loddon,205378
2017,2,Maribyrnong,10800
2017,2,Melbourne,1219035
2017,2,Murray,3732222
2017,2,Ovens,29780
2017,2,South Gippsland,7493
2017,2,Thomson/Macalister,92462
2017,2,Werribee,45140
2017,3,,45000
2017,3,Ballarat,52150
2017,3,Bendigo,108357
2017,3,Broken,33341
2017,3,Campaspe,219882
2017,3,Geelong,62369
2017,3,Glenelg/Wimmera,302900
2017,3,Goulburn,2530491
2017,3,Latrobe,207593
2017,3,Loddon,189887
2017,3,Maribyrnong,10212
2017,3,Melbourne,1175691
2017,3,Murray,3463640
2017,3,Ovens,24013
2017,3,South Gippsland,6919
2017,3,Thomson/Macalister,69302
2017,3,Werribee,42410
2017,4,,48225
2017,4,Ballarat,51428
2017,4,Bendigo,109547
2017,4,Broken,31893
2017,4,Campaspe,224314
2017,4,Geelong,61439
2017,4,Glenelg/Wimmera,296310
2017,4,Goulburn,2447390
2017,4,Latrobe,200793
2017,4,Loddon,179623
2017,4,Maribyrnong,10139
2017,4,Melbourne,1161769
2017,4,Murray,3398709
2017,4,Ovens,21520
2017,4,South Gippsland,6584
2017,4,Thomson/Macalister,54899
2017,4,Werribee,43511
2017,5,,36359
2017,5,Ballarat,50541
2017,5,Bendigo,108832
2017,5,Broken,31413
2017,5,Campaspe,223032
2017,5,Geelong,59368
2017,5,Glenelg/Wimmera,298160
2017,5,Goulburn,2456583
2017,5,Latrobe,198840
2017,5,Loddon,173907
2017,5,Maribyrnong,9728
2017,5,Melbourne,1144306
2017,5,Murray,3441383
2017,5,Ovens,22490
2017,5,South Gippsland,6466
2017,5,Thomson/Macalister,44658
2017,5,Werribee,42409
2017,6,,35713
2017,6,Ballarat,49589
2017,6,Bendigo,107871
2017,6,Broken,31112
2017,6,Campaspe,219348
2017,6,Geelong,57767
2017,6,Glenelg/Wimmera,296050
2017,6,Goulburn,2378627
2017,6,Latrobe,198627
2017,6,Loddon,170392
2017,6,Maribyrnong,9523
2017,6,Melbourne,1126632
2017,6,Murray,3507243
2017,6,Ovens,25622
2017,6,South Gippsland,6368
2017,6,Thomson/Macalister,46277
2017,6,Werribee,41770
2017,7,,35319
2017,7,Ballarat,49562
2017,7,Bendigo,109097
2017,7,Broken,31496
2017,7,Campaspe,217928
2017,7,Geelong,59196
2017,7,Glenelg/Wimmera,303730
2017,7,Goulburn,2381170
2017,7,Latrobe,204378
2017,7,Loddon,169807
2017,7,Maribyrnong,9408
2017,7,Melbourne,1133578
2017,7,Murray,3633078
2017,7,Ovens,30357
2017,7,South Gippsland,7137
2017,7,Thomson/Macalister,54719
2017,7,Werribee,41462
2017,8,,44788
2017,8,Ballarat,51524
2017,8,Bendigo,122769
2017,8,Broken,36157
2017,8,Campaspe,228162
2017,8,Geelong,65109
2017,8,Glenelg/Wimmera,347090
2017,8,Goulburn,2705286
2017,8,Latrobe,213547
2017,8,Loddon,182282
2017,8,Maribyrnong,9623
2017,8,Melbourne,1185360
2017,8,Murray,3896036
2017,8,Ovens,27980
2017,8,South Gippsland,9367
2017,8,Thomson/Macalister,110242
2017,8,Werribee,44530
2017,9,,44466
2017,9,Ballarat,54433
2017,9,Bendigo,125714
2017,9,Broken,36868
2017,9,Campaspe,228860
2017,9,Geelong,75231
2017,9,Glenelg/Wimmera,368627
2017,9,Goulburn,2803894
2017,9,Latrobe,230447
2017,9,Loddon,184669
2017,9,Maribyrnong,9557
2017,9,Melbourne,1267574
2017,9,Murray,3982676
2017,9,Ovens,29223
2017,9,South Gippsland,10573
2017,9,Thomson/Macalister,169068
2017,9,Werribee,45650
2017,10,,49219
2017,10,Ballarat,54263
2017,10,Bendigo,123925
2017,10,Broken,37024
2017,10,Campaspe,224727
2017,10,Geelong,74094
2017,10,Glenelg/Wimmera,364030
2017,10,Goulburn,2783161
2017,10,Latrobe,234182
2017,10,Loddon,178603
2017,10,Maribyrnong,9317
2017,10,Melbourne,1262909
2017,10,Murray,3933428
2017,10,Ovens,33293
2017,10,South Gippsland,10474
2017,10,Thomson/Macalister,170263
2017,10,Werribee,46127
2017,11,,47611
2017,11,Ballarat,52941
2017,11,Bendigo,122419
2017,11,Broken,36032
2017,11,Campaspe,207938
2017,11,Geelong,69842
2017,11,Glenelg/Wimmera,351050
2017,11,Goulburn,2703643
2017,11,Latrobe,230663
2017,11,Loddon,175367
2017,11,Maribyrnong,9013
2017,11,Melbourne,1241452
2017,11,Murray,3805067
2017,11,Ovens,36827
2017,11,South Gippsland,9790
2017,11,Thomson/Macalister,151481
2017,11,Werribee,43696
2017,12,,47368
2017,12,Ballarat,52677
2017,12,Bendigo,118982
2017,12,Broken,39784
2017,12,Campaspe,201477
2017,12,Geelong,65971
2017,12,Glenelg/Wimmera,331188
2017,12,Goulburn,2864215
2017,12,Latrobe,234437
2017,12,Loddon,168976
2017,12,Maribyrnong,8627
2017,12,Melbourne,1256408
2017,12,Murray,3803171
2017,12,Ovens,36989
2017,12,South Gippsland,9353
2017,12,Thomson/Macalister,164615
2017,12,Werribee,41862
2018,1,,47515
2018,1,Ballarat,49477
2018,1,Bendigo,113780
2018,1,Broken,36063
2018,1,Campaspe,188773
2018,1,Geelong,60723
2018,1,Glenelg/Wimmera,308760
2018,1,Goulburn,2707034
2018,1,Latrobe,228483
2018,1,Loddon,161062
2018,1,Maribyrnong,8113
2018,1,Melbourne,1223423
2018,1,Murray,3468508
2018,1,Ovens,35019
2018,1,South Gippsland,8472
2018,1,Thomson/Macalister,137314
2018,1,Werribee,39117
2018,2,,46273
2018,2,Ballarat,47472
2018,2,Bendigo,108910
2018,2,Broken,31992
2018,2,Campaspe,170383
2018,2,Geelong,55345
2018,2,Glenelg/Wimmera,286350
2018,2,Goulburn,2513286
2018,2,Latrobe,218180
2018,2,Loddon,152218
2018,2,Maribyrnong,7612
2018,2,Melbourne,1177330
2018,2,Murray,3235013
2018,2,Ovens,27732
2018,2,South Gippsland,7771
2018,2,Thomson/Macalister,108634
2018,2,Werribee,36590
2018,3,,47092
2018,3,Ballarat,45325
2018,3,Bendigo,103489
2018,3,Broken,28128
2018,3,Campaspe,152913
2018,3,Geelong,50470
2018,3,Glenelg/Wimmera,268070
2018,3,Goulburn,2248485
2018,3,Latrobe,204420
2018,3,Loddon,139238
2018,3,Maribyrnong,7006
2018,3,Melbourne,1124813
2018,3,Murray,2956364
2018,3,Ovens,21667
2018,3,South Gippsland,7096
2018,3,Thomson/Macalister,75005
2018,3,Werribee,33775
2018,4,,44512
2018,4,Ballarat,44178
2018,4,Bendigo,99112
2018,4,Broken,24113
2018,4,Campaspe,142925
2018,4,Geelong,47375
2018,4,Glenelg/Wimmera,259220
2018,4,Goulburn,2052901
2018,4,Latrobe,190854
2018,4,Loddon,130207
2018,4,Maribyrnong,6504
2018,4,Melbourne,1081017
2018,4,Murray,2783648
2018,4,Ovens,19833
2018,4,South Gippsland,6660
2018,4,Thomson/Macalister,44865
2018,4,Werribee,32367
2018,5,,36311
2018,5,Ballarat,43532
2018,5,Bendigo,97977
2018,5,Broken,22371
2018,5,Campaspe,138604
2018,5,Geelong,46458
2018,5,Glenelg/Wimmera,256100
2018,5,Goulburn,2042270
2018,5,Latrobe,192958
2018,5,Loddon,127386
2018,5,Maribyrnong,6187
2018,5,Melbourne,1060139
2018,5,Murray,2868323
2018,5,Ovens,20271
2018,5,South Gippsland,6495
2018,5,Thomson/Macalister,31242
2018,5,Werribee,32169
2018,6,,36818
2018,6,Ballarat,42993
2018,6,Bendigo,97891
2018,6,Broken,22279
2018,6,Campaspe,136914
2018,6,Geelong,48808
2018,6,Glenelg/Wimmera,257750
2018,6,Goulburn,2081559
2018,6,Latrobe,198191
2018,6,Loddon,126462
2018,6,Maribyrnong,6104
2018,6,Melbourne,1056918
2018,6,Murray,3014946
2018,6,Ovens,27079
2018,6,South Gippsland,6672
2018,6,Thomson/Macalister,43115
2018,6,Werribee,31965
2018,7,,41235
2018,7,Ballarat,42698
2018,7,Bendigo,99624
2018,7,Broken,22422
2018,7,Campaspe,134769
2018,7,Geelong,52389
2018,7,Glenelg/Wimmera,265020
2018,7,Goulburn,2100946
2018,7,Latrobe,204951
2018,7,Loddon,126651
2018,7,Maribyrnong,6218
2018,7,Melbourne,1076362
2018,7,Murray,3037872
2018,7,Ovens,28030
2018,7,South Gippsland,7262
2018,7,Thomson/Macalister,65472
2018,7,Werribee,32050
2018,8,,41612
2018,8,Ballarat,45214
2018,8,Bendigo,110214
2018,8,Broken,24547
2018,8,Campaspe,139569
2018,8,Geelong,62795
2018,8,Glenelg/Wimmera,293210
2018,8,Goulburn,2433598
2018,8,Latrobe,212283
2018,8,Loddon,128517
2018,8,Maribyrnong,6651
2018,8,Melbourne,1132007
2018,8,Murray,3220562
2018,8,Ovens,28193
2018,8,South Gippsland,9317
2018,8,Thomson/Macalister,129371
2018,8,Werribee,34300
2018,9,,44617
2018,9,Ballarat,45353
2018,9,Bendigo,111183
2018,9,Broken,24816
2018,9,Campaspe,119813
2018,9,Geelong,62690
2018,9,Glenelg/Wimmera,290070
2018,9,Goulburn,2426930
2018,9,Latrobe,219745
2018,9,Loddon,125704
2018,9,Maribyrnong,6847
2018,9,Melbourne,1171760
2018,9,Murray,3237126
2018,9,Ovens,36597
2018,9,South Gippsland,9430
2018,9,Thomson/Macalister,157147
2018,9,Werribee,34121
2018,10,,42166
2018,10,Ballarat,44347
2018,10,Bendigo,109334
2018,10,Broken,23983
2018,10,Campaspe,113682
2018,10,Geelong,59081
2018,10,Glenelg/Wimmera,280940
2018,10,Goulburn,2274768
2018,10,Latrobe,221341
2018,10,Loddon,114476
2018,10,Maribyrnong,6938
2018,10,Melbourne,1153635
2018,10,Murray,3099877
2018,10,Ovens,37114
2018,10,South Gippsland,9021
2018,10,Thomson/Macalister,155971
2018,10,Werribee,33021
2018,11,,46907
2018,11,Ballarat,43304
2018,11,Bendigo,105736
2018,11,Broken,21943
2018,11,Campaspe,106808
2018,11,Geelong,55617
2018,11,Glenelg/Wimmera,270120
2018,11,Goulburn,2217738
2018,11,Latrobe,221415
2018,11,Loddon,110479
2018,11,Maribyrnong,6713
2018,11,Melbourne,1141975
2018,11,Murray,3099554
2018,11,Ovens,37125
2018,11,South Gippsland,9164
2018,11,Thomson/Macalister,136408
2018,11,Werribee,32487
2018,12,,42717
2018,12,Ballarat,41564
2018,12,Bendigo,102218
2018,12,Broken,21419
2018,12,Campaspe,103738
2018,12,Geelong,51431
2018,12,Glenelg/Wimmera,256940
2018,12,Goulburn,2111986
2018,12,Latrobe,219919
2018,12,Loddon,105663
2018,12,Maribyrnong,6394
2018,12,Melbourne,1121818
2018,12,Murray,2672797
2018,12,Ovens,37088
2018,12,South Gippsland,8523
2018,12,Thomson/Macalister,117145
2018,12,Werribee,32038
2019,1,,42351
2019,1,Ballarat,40063
2019,1,Bendigo,95659
2019,1,Broken,17900
2019,1,Campaspe,94807
2019,1,Geelong,45933
2019,1,Glenelg/Wimmera,236380
2019,1,Goulburn,1858131
2019,1,Latrobe,208076
2019,1,Loddon,97171
2019,1,Maribyrnong,5743
2019,1,Melbourne,1069899
2019,1,Murray,2352411
2019,1,Ovens,30847
2019,1,South Gippsland,7696
2019,1,Thomson/Macalister,76189
2019,1,Werribee,28744
2019,2,,46578
2019,2,Ballarat,37683
2019,2,Bendigo,91057
2019,2,Broken,15439
2019,2,Campaspe,87478
2019,2,Geelong,40756
2019,2,Glenelg/Wimmera,222290
2019,2,Goulburn,1712712
2019,2,Latrobe,198116
2019,2,Loddon,91231
2019,2,Maribyrnong,5154
2019,2,Melbourne,1023744
2019,2,Murray,2129414
2019,2,Ovens,25545
2019,2,South Gippsland,6823
2019,2,Thomson/Macalister,52843
2019,2,Werribee,26314
2019,3,,46952
2019,3,Ballarat,35702
2019,3,Bendigo,84705
2019,3,Broken,12614
2019,3,Campaspe,82502
2019,3,Geelong,35868
2019,3,Glenelg/Wimmera,202343
2019,3,Goulburn,1519556
2019,3,Latrobe,185944
2019,3,Loddon,84297
2019,3,Maribyrnong,4454
2019,3,Melbourne,971768
2019,3,Murray,1863590
2019,3,Ovens,19585
2019,3,South Gippsland,6333
2019,3,Thomson/Macalister,34013
2019,3,Werribee,23778
2019,4,,45081
2019,4,Ballarat,34699
2019,4,Bendigo,79876
2019,4,Broken,10501
2019,4,Campaspe,77571
2019,4,Geelong,32330
2019,4,Glenelg/Wimmera,191810
2019,4,Goulburn,1389400
2019,4,Latrobe,174402
2019,4,Loddon,80159
2019,4,Maribyrnong,4162
2019,4,Melbourne,930410
2019,4,Murray,1702437
2019,4,Ovens,16311
2019,4,South Gippsland,5928
2019,4,Thomson/Macalister,17344
2019,4,Werribee,22339
2019,5,,40899
2019,5,Ballarat,34634
2019,5,Bendigo,78544
2019,5,Broken,10342
2019,5,Campaspe,76098
2019,5,Geelong,31744
2019,5,Glenelg/Wimmera,191330
2019,5,Goulburn,1402087
2019,5,Latrobe,174010
2019,5,Loddon,80826
2019,5,Maribyrnong,4245
2019,5,Melbourne,899799
2019,5,Murray,1820931
2019,5,Ovens,20431
2019,5,South Gippsland,6018
2019,5,Thomson/Macalister,12964
2019,5,Werribee,22577
2019,6,,40434
2019,6,Ballarat,38349
2019,6,Bendigo,80227
2019,6,Broken,10787
2019,6,Campaspe,74660
2019,6,Geelong,38420
2019,6,Glenelg/Wimmera,201350
2019,6,Goulburn,1475094
2019,6,Latrobe,183545
2019,6,Loddon,84189
2019,6,Maribyrnong,4826
2019,6,Melbourne,908206
2019,6,Murray,1922919
2019,6,Ovens,27276
2019,6,South Gippsland,6962
2019,6,Thomson/Macalister,41445
2019,6,Werribee,35754
2019,7,,40744
2019,7,Ballarat,44519
2019,7,Bendigo,91667
2019,7,Broken,12160
2019,7,Campaspe,78684
2019,7,Geelong,49421
2019,7,Glenelg/Wimmera,221740
2019,7,Goulburn,1574043
2019,7,Latrobe,190898
2019,7,Loddon,119499
2019,7,Maribyrnong,5465
2019,7,Melbourne,965105
2019,7,Murray,2165802
2019,7,Ovens,28067
2019,7,South Gippsland,8608
2019,7,Thomson/Macalister,84978
2019,7,Werribee,42707
2019,8,,45805
2019,8,Ballarat,53606
2019,8,Bendigo,102245
2019,8,Broken,14746
2019,8,Campaspe,84937
2019,8,Geelong,65658
2019,8,Glenelg/Wimmera,242380
2019,8,Goulburn,1813404
2019,8,Latrobe,205299
2019,8,Loddon,147057
2019,8,Maribyrnong,6536
