Station ID,Station Name,Year,Month,Rainfall (mm),Latitude,Longitude
079010,DRUNG DRUNG,2019,11,15.6,-36.78,142.4
079010,DRUNG DRUNG,2019,12,2.6,-36.78,142.4
079010,DRUNG DRUNG,2020,1,40.2,-36.78,142.4
079010,DRUNG DRUNG,2020,2,60.2,-36.78,142.4
079010,DRUNG DRUNG,2020,3,17.2,-36.78,142.4
079010,DRUNG DRUNG,2020,4,52.6,-36.78,142.4
079010,DRUNG DRUNG,2020,5,45.8,-36.78,142.4
079010,DRUNG DRUNG,2020,6,26,-36.78,142.4
079010,DRUNG DRUNG,2020,7,17.6,-36.78,142.4
079010,DRUNG DRUNG,2020,8,55,-36.78,142.4
079010,DRUNG DRUNG,2020,9,51.6,-36.78,142.4
079010,DRUNG DRUNG,2020,10,63.2,-36.78,142.4
079010,DRUNG DRUNG,2020,11,23.6,-36.78,142.4
079010,DRUNG DRUNG,2020,12,17.4,-36.78,142.4
079010,DRUNG DRUNG,2021,1,28.6,-36.78,142.4
079010,DRUNG DRUNG,2021,2,0.8,-36.78,142.4
079010,DRUNG DRUNG,2021,3,15.4,-36.78,142.4
079010,DRUNG DRUNG,2021,4,1.4,-36.78,142.4
079010,DRUNG DRUNG,2021,5,27.8,-36.78,142.4
079010,DRUNG DRUNG,2021,6,66.2,-36.78,142.4
079010,DRUNG DRUNG,2021,7,63,-36.78,142.4
079010,DRUNG DRUNG,2021,8,50.6,-36.78,142.4
079010,DRUNG DRUNG,2021,9,54,-36.78,142.4
079010,DRUNG DRUNG,2021,10,46.2,-36.78,142.4
079010,DRUNG DRUNG,2021,11,49.6,-36.78,142.4
079010,DRUNG DRUNG,2021,12,6,-36.78,142.4
079010,DRUNG DRUNG,2022,1,27.4,-36.78,142.4
079010,DRUNG DRUNG,2022,2,25.4,-36.78,142.4
079010,DRUNG DRUNG,2022,3,39.6,-36.78,142.4
079010,DRUNG DRUNG,2022,4,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,5,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,6,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,7,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,8,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,9,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,10,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,11,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2022,12,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,1,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,2,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,3,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,4,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,5,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,6,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,7,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,8,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,9,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,10,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,11,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2023,12,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,1,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,2,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,3,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,4,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,5,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,6,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,7,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,8,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,9,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,10,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,11,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2024,12,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,1,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,2,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,3,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,4,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,5,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,6,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,7,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,8,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,9,MISSING,-36.78,142.4
079010,DRUNG DRUNG,2025,10,MISSING,-36.78,142.4
079036,NATIMUK,2010,1,11.4,-36.74,141.94
079036,NATIMUK,2010,2,42.6,-36.74,141.94
079036,NATIMUK,2010,3,47,-36.74,141.94
079036,NATIMUK,2010,4,32.6,-36.74,141.94
079036,NATIMUK,2010,5,32.8,-36.74,141.94
079036,NATIMUK,2010,6,27.6,-36.74,141.94
079036,NATIMUK,2010,7,MISSING,-36.74,141.94
079036,NATIMUK,2010,8,69.4,-36.74,141.94
079036,NATIMUK,2010,9,42.2,-36.74,141.94
079036,NATIMUK,2010,10,35,-36.74,141.94
079036,NATIMUK,2010,11,51,-36.74,141.94
079036,NATIMUK,2010,12,130.6,-36.74,141.94
079036,NATIMUK,2011,1,150.6,-36.74,141.94
079036,NATIMUK,2011,2,42.8,-36.74,141.94
079036,NATIMUK,2011,3,28.8,-36.74,141.94
079036,NATIMUK,2011,4,10.8,-36.74,141.94
079036,NATIMUK,2011,5,23.4,-36.74,141.94
079036,NATIMUK,2011,6,26.2,-36.74,141.94
079036,NATIMUK,2011,7,60.8,-36.74,141.94
079036,NATIMUK,2011,8,52.2,-36.74,141.94
079036,NATIMUK,2011,9,13.2,-36.74,141.94
079036,NATIMUK,2011,10,31.6,-36.74,141.94
079036,NATIMUK,2011,11,59.4,-36.74,141.94
079036,NATIMUK,2011,12,42.4,-36.74,141.94
079036,NATIMUK,2012,1,17.8,-36.74,141.94
079036,NATIMUK,2012,2,1,-36.74,141.94
079036,NATIMUK,2012,3,54.8,-36.74,141.94
079036,NATIMUK,2012,4,8.4,-36.74,141.94
079036,NATIMUK,2012,5,18.6,-36.74,141.94
079036,NATIMUK,2012,6,46.4,-36.74,141.94
079036,NATIMUK,2012,7,53,-36.74,141.94
079036,NATIMUK,2012,8,40.4,-36.74,141.94
079036,NATIMUK,2012,9,32,-36.74,141.94
079036,NATIMUK,2012,10,14.2,-36.74,141.94
079036,NATIMUK,2012,11,10.2,-36.74,141.94
079036,NATIMUK,2012,12,28,-36.74,141.94
079036,NATIMUK,2013,1,MISSING,-36.74,141.94
079036,NATIMUK,2013,2,43,-36.74,141.94
079036,NATIMUK,2013,3,MISSING,-36.74,141.94
079036,NATIMUK,2013,4,14.6,-36.74,141.94
079036,NATIMUK,2013,5,21,-36.74,141.94
079036,NATIMUK,2013,6,59.8,-36.74,141.94
079036,NATIMUK,2013,7,75.8,-36.74,141.94
079036,NATIMUK,2013,8,61.6,-36.74,141.94
079036,NATIMUK,2013,9,71,-36.74,141.94
079036,NATIMUK,2013,10,47,-36.74,141.94
079036,NATIMUK,2013,11,7.2,-36.74,141.94
079036,NATIMUK,2013,12,5.6,-36.74,141.94
079036,NATIMUK,2014,1,14.2,-36.74,141.94
079036,NATIMUK,2014,2,5.6,-36.74,141.94
079036,NATIMUK,2014,3,18.4,-36.74,141.94
079036,NATIMUK,2014,4,40.4,-36.74,141.94
079036,NATIMUK,2014,5,34,-36.74,141.94
079036,NATIMUK,2014,6,51.8,-36.74,141.94
079036,NATIMUK,2014,7,39,-36.74,141.94
079036,NATIMUK,2014,8,16.8,-36.74,141.94
079036,NATIMUK,2014,9,12.4,-36.74,141.94
079036,NATIMUK,2014,10,3.6,-36.74,141.94
079036,NATIMUK,2014,11,7.8,-36.74,141.94
079036,NATIMUK,2014,12,6.6,-36.74,141.94
079036,NATIMUK,2015,1,62,-36.74,141.94
079036,NATIMUK,2015,2,15.2,-36.74,141.94
079036,NATIMUK,2015,3,5.2,-36.74,141.94
079036,NATIMUK,2015,4,14,-36.74,141.94
079036,NATIMUK,2015,5,21,-36.74,141.94
079036,NATIMUK,2015,6,39.8,-36.74,141.94
079036,NATIMUK,2015,7,34,-36.74,141.94
079036,NATIMUK,2015,8,13.6,-36.74,141.94
079036,NATIMUK,2015,9,23,-36.74,141.94
079036,NATIMUK,2015,10,2.2,-36.74,141.94
079036,NATIMUK,2015,11,17.6,-36.74,141.94
079036,NATIMUK,2015,12,13.6,-36.74,141.94
079036,NATIMUK,2016,1,67.4,-36.74,141.94
079036,NATIMUK,2016,2,14.6,-36.74,141.94
079036,NATIMUK,2016,3,30.4,-36.74,141.94
079036,NATIMUK,2016,4,6.2,-36.74,141.94
079036,NATIMUK,2016,5,78.6,-36.74,141.94
079036,NATIMUK,2016,6,50.8,-36.74,141.94
079036,NATIMUK,2016,7,64.1,-36.74,141.94
079036,NATIMUK,2016,8,60,-36.74,141.94
079036,NATIMUK,2016,9,117.8,-36.74,141.94
079036,NATIMUK,2016,10,71.8,-36.74,141.94
079036,NATIMUK,2016,11,17.6,-36.74,141.94
079036,NATIMUK,2016,12,26.8,-36.74,141.94
079036,NATIMUK,2017,1,28.4,-36.74,141.94
079036,NATIMUK,2017,2,13,-36.74,141.94
079036,NATIMUK,2017,3,MISSING,-36.74,141.94
079036,NATIMUK,2017,4,49.6,-36.74,141.94
079036,NATIMUK,2017,5,58.4,-36.74,141.94
079036,NATIMUK,2017,6,7,-36.74,141.94
079036,NATIMUK,2017,7,49.8,-36.74,141.94
079036,NATIMUK,2017,8,65.8,-36.74,141.94
079036,NATIMUK,2017,9,33.8,-36.74,141.94
079036,NATIMUK,2017,10,34.6,-36.74,141.94
079036,NATIMUK,2017,11,28.2,-36.74,141.94
079036,NATIMUK,2017,12,17.8,-36.74,141.94
079036,NATIMUK,2018,1,15.6,-36.74,141.94
079036,NATIMUK,2018,2,4,-36.74,141.94
079036,NATIMUK,2018,3,10,-36.74,141.94
079036,NATIMUK,2018,4,11.8,-36.74,141.94
079036,NATIMUK,2018,5,43.3,-36.74,141.94
079036,NATIMUK,2018,6,35.2,-36.74,141.94
079036,NATIMUK,2018,7,39.4,-36.74,141.94
079036,NATIMUK,2018,8,52,-36.74,141.94
079036,NATIMUK,2018,9,10,-36.74,141.94
079036,NATIMUK,2018,10,27.8,-36.74,141.94
079036,NATIMUK,2018,11,27.8,-36.74,141.94
079036,NATIMUK,2018,12,65.2,-36.74,141.94
079036,NATIMUK,2019,1,0.3,-36.74,141.94
079036,NATIMUK,2019,2,15.9,-36.74,141.94
079036,NATIMUK,2019,3,4.6,-36.74,141.94
079036,NATIMUK,2019,4,3.4,-36.74,141.94
079036,NATIMUK,2019,5,52.8,-36.74,141.94
079036,NATIMUK,2019,6,45,-36.74,141.94
079036,NATIMUK,2019,7,71.1,-36.74,141.94
079036,NATIMUK,2019,8,39.6,-36.74,141.94
079036,NATIMUK,2019,9,22.8,-36.74,141.94
079036,NATIMUK,2019,10,17,-36.74,141.94
079036,NATIMUK,2019,11,24.8,-36.74,141.94
079036,NATIMUK,2019,12,5.4,-36.74,141.94
079036,NATIMUK,2020,1,19.6,-36.74,141.94
079036,NATIMUK,2020,2,56.6,-36.74,141.94
079036,NATIMUK,2020,3,15.2,-36.74,141.94
079036,NATIMUK,2020,4,55,-36.74,141.94
079036,NATIMUK,2020,5,31.6,-36.74,141.94
079036,NATIMUK,2020,6,27,-36.74,141.94
079036,NATIMUK,2020,7,18.2,-36.74,141.94
079036,NATIMUK,2020,8,38.8,-36.74,141.94
079036,NATIMUK,2020,9,57.6,-36.74,141.94
079036,NATIMUK,2020,10,62.8,-36.74,141.94
079036,NATIMUK,2020,11,18,-36.74,141.94
079036,NATIMUK,2020,12,18.2,-36.74,141.94
079036,NATIMUK,2021,1,51.4,-36.74,141.94
079036,NATIMUK,2021,2,5,-36.74,141.94
079036,NATIMUK,2021,3,24,-36.74,141.94
079036,NATIMUK,2021,4,7.2,-36.74,141.94
079036,NATIMUK,2021,5,16.6,-36.74,141.94
079036,NATIMUK,2021,6,66.8,-36.74,141.94
079036,NATIMUK,2021,7,84.4,-36.74,141.94
079036,NATIMUK,2021,8,35.4,-36.74,141.94
079036,NATIMUK,2021,9,35,-36.74,141.94
079036,NATIMUK,2021,10,41.6,-36.74,141.94
079036,NATIMUK,2021,11,25,-36.74,141.94
079036,NATIMUK,2021,12,1.4,-36.74,141.94
079036,NATIMUK,2022,1,28.2,-36.74,141.94
079036,NATIMUK,2022,2,14.2,-36.74,141.94
079036,NATIMUK,2022,3,42.6,-36.74,141.94
079036,NATIMUK,2022,4,15,-36.74,141.94
079036,NATIMUK,2022,5,46.3,-36.74,141.94
079036,NATIMUK,2022,6,36.2,-36.74,141.94
079036,NATIMUK,2022,7,31.4,-36.74,141.94
079036,NATIMUK,2022,8,87,-36.74,141.94
079036,NATIMUK,2022,9,67,-36.74,141.94
079036,NATIMUK,2022,10,114.8,-36.74,141.94
079036,NATIMUK,2022,11,103.8,-36.74,141.94
079036,NATIMUK,2022,12,9.6,-36.74,141.94
079036,NATIMUK,2023,1,1.2,-36.74,141.94
079036,NATIMUK,2023,2,12.4,-36.74,141.94
079036,NATIMUK,2023,3,17.4,-36.74,141.94
079036,NATIMUK,2023,4,59.4,-36.74,141.94
079036,NATIMUK,2023,5,24.6,-36.74,141.94
079036,NATIMUK,2023,6,76,-36.74,141.94
079036,NATIMUK,2023,7,34,-36.74,141.94
079036,NATIMUK,2023,8,36.3,-36.74,141.94
079036,NATIMUK,2023,9,13.2,-36.74,141.94
079036,NATIMUK,2023,10,17.6,-36.74,141.94
079036,NATIMUK,2023,11,72.2,-36.74,141.94
079036,NATIMUK,2023,12,54.2,-36.74,141.94
079036,NATIMUK,2024,1,91.2,-36.74,141.94
079036,NATIMUK,2024,2,0,-36.74,141.94
079036,NATIMUK,2024,3,0.6,-36.74,141.94
079036,NATIMUK,2024,4,25,-36.74,141.94
079036,NATIMUK,2024,5,17,-36.74,141.94
079036,NATIMUK,2024,6,30.6,-36.74,141.94
079036,NATIMUK,2024,7,39.4,-36.74,141.94
079036,NATIMUK,2024,8,31.2,-36.74,141.94
079036,NATIMUK,2024,9,32.2,-36.74,141.94
079036,NATIMUK,2024,10,19.2,-36.74,141.94
079036,NATIMUK,2024,11,14.2,-36.74,141.94
079036,NATIMUK,2024,12,30.4,-36.74,141.94
079036,NATIMUK,2025,1,10.8,-36.74,141.94
079036,NATIMUK,2025,2,13.4,-36.74,141.94
079036,NATIMUK,2025,3,7.2,-36.74,141.94
079036,NATIMUK,2025,4,19,-36.74,141.94
079036,NATIMUK,2025,5,7.4,-36.74,141.94
079036,NATIMUK,2025,6,40,-36.74,141.94
079036,NATIMUK,2025,7,53,-36.74,141.94
079036,NATIMUK,2025,8,43.6,-36.74,141.94
079036,NATIMUK,2025,9,35,-36.74,141.94
079036,NATIMUK,2025,10,MISSING,-36.74,141.94
080004,CANARY ISLAND,2010,1,8,-35.98,143.85
080004,CANARY ISLAND,2010,2,34.2,-35.98,143.85
080004,CANARY ISLAND,2010,3,65.5,-35.98,143.85
080004,CANARY ISLAND,2010,4,29.8,-35.98,143.85
080004,CANARY ISLAND,2010,5,44,-35.98,143.85
080004,CANARY ISLAND,2010,6,23,-35.98,143.85
080004,CANARY ISLAND,2010,7,44.8,-35.98,143.85
080004,CANARY ISLAND,2010,8,84.3,-35.98,143.85
080004,CANARY ISLAND,2010,9,42.5,-35.98,143.85
080004,CANARY ISLAND,2010,10,119.3,-35.98,143.85
080004,CANARY ISLAND,2010,11,106.9,-35.98,143.85
080004,CANARY ISLAND,2010,12,69.1,-35.98,143.85
080004,CANARY ISLAND,2011,1,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,2,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,3,57,-35.98,143.85
080004,CANARY ISLAND,2011,4,17.8,-35.98,143.85
080004,CANARY ISLAND,2011,5,11.2,-35.98,143.85
080004,CANARY ISLAND,2011,6,12.4,-35.98,143.85
080004,CANARY ISLAND,2011,7,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,8,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,9,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,10,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,11,MISSING,-35.98,143.85
080004,CANARY ISLAND,2011,12,MISSING,-35.98,143.85
080004,CANARY ISLAND,2012,1,24.2,-35.98,143.85
080004,CANARY ISLAND,2012,2,37.8,-35.98,143.85
080004,CANARY ISLAND,2012,3,74,-35.98,143.85
080004,CANARY ISLAND,2012,4,3,-35.98,143.85
080004,CANARY ISLAND,2012,5,9.2,-35.98,143.85
080004,CANARY ISLAND,2012,6,20.1,-35.98,143.85
080004,CANARY ISLAND,2012,7,44.4,-35.98,143.85
080004,CANARY ISLAND,2012,8,15.2,-35.98,143.85
080004,CANARY ISLAND,2012,9,28.6,-35.98,143.85
080004,CANARY ISLAND,2012,10,29.9,-35.98,143.85
080004,CANARY ISLAND,2012,11,0,-35.98,143.85
080004,CANARY ISLAND,2012,12,8.9,-35.98,143.85
080004,CANARY ISLAND,2013,1,5,-35.98,143.85
080004,CANARY ISLAND,2013,2,23,-35.98,143.85
080004,CANARY ISLAND,2013,3,9.2,-35.98,143.85
080004,CANARY ISLAND,2013,4,0,-35.98,143.85
080004,CANARY ISLAND,2013,5,25.6,-35.98,143.85
080004,CANARY ISLAND,2013,6,60.9,-35.98,143.85
080004,CANARY ISLAND,2013,7,35.1,-35.98,143.85
080004,CANARY ISLAND,2013,8,26.8,-35.98,143.85
080004,CANARY ISLAND,2013,9,35.8,-35.98,143.85
080004,CANARY ISLAND,2013,10,13.7,-35.98,143.85
080004,CANARY ISLAND,2013,11,3.2,-35.98,143.85
080004,CANARY ISLAND,2013,12,34.2,-35.98,143.85
080004,CANARY ISLAND,2014,1,0,-35.98,143.85
080004,CANARY ISLAND,2014,2,6,-35.98,143.85
080004,CANARY ISLAND,2014,3,33.9,-35.98,143.85
080004,CANARY ISLAND,2014,4,59.2,-35.98,143.85
080004,CANARY ISLAND,2014,5,15.2,-35.98,143.85
080004,CANARY ISLAND,2014,6,65.8,-35.98,143.85
080004,CANARY ISLAND,2014,7,23.3,-35.98,143.85
080004,CANARY ISLAND,2014,8,6.9,-35.98,143.85
080004,CANARY ISLAND,2014,9,15.8,-35.98,143.85
080004,CANARY ISLAND,2014,10,4.1,-35.98,143.85
080004,CANARY ISLAND,2014,11,34.8,-35.98,143.85
080004,CANARY ISLAND,2014,12,25.9,-35.98,143.85
080004,CANARY ISLAND,2015,1,32.5,-35.98,143.85
080004,CANARY ISLAND,2015,2,6.8,-35.98,143.85
080004,CANARY ISLAND,2015,3,5.1,-35.98,143.85
080004,CANARY ISLAND,2015,4,13.7,-35.98,143.85
080004,CANARY ISLAND,2015,5,10,-35.98,143.85
080004,CANARY ISLAND,2015,6,28.4,-35.98,143.85
080004,CANARY ISLAND,2015,7,18.7,-35.98,143.85
080004,CANARY ISLAND,2015,8,25.4,-35.98,143.85
080004,CANARY ISLAND,2015,9,27.4,-35.98,143.85
080004,CANARY ISLAND,2015,10,8.2,-35.98,143.85
080004,CANARY ISLAND,2015,11,18.9,-35.98,143.85
080004,CANARY ISLAND,2015,12,6,-35.98,143.85
080004,CANARY ISLAND,2016,1,MISSING,-35.98,143.85
080004,CANARY ISLAND,2016,2,MISSING,-35.98,143.85
080004,CANARY ISLAND,2016,3,MISSING,-35.98,143.85
080004,CANARY ISLAND,2016,4,MISSING,-35.98,143.85
080004,CANARY ISLAND,2016,5,MISSING,-35.98,143.85
080004,CANARY ISLAND,2016,6,28.1,-35.98,143.85
080004,CANARY ISLAND,2016,7,36.4,-35.98,143.85
080004,CANARY ISLAND,2016,8,45.3,-35.98,143.85
080004,CANARY ISLAND,2016,9,110.9,-35.98,143.85
080004,CANARY ISLAND,2016,10,44.4,-35.98,143.85
080004,CANARY ISLAND,2016,11,22.5,-35.98,143.85
080004,CANARY ISLAND,2016,12,25.9,-35.98,143.85
080004,CANARY ISLAND,2017,1,21,-35.98,143.85
080004,CANARY ISLAND,2017,2,34,-35.98,143.85
080004,CANARY ISLAND,2017,3,10.4,-35.98,143.85
080004,CANARY ISLAND,2017,4,101,-35.98,143.85
080004,CANARY ISLAND,2017,5,47.1,-35.98,143.85
080004,CANARY ISLAND,2017,6,3.8,-35.98,143.85
080004,CANARY ISLAND,2017,7,18.7,-35.98,143.85
080004,CANARY ISLAND,2017,8,55.5,-35.98,143.85
080004,CANARY ISLAND,2017,9,9.1,-35.98,143.85
080004,CANARY ISLAND,2017,10,10.6,-35.98,143.85
080004,CANARY ISLAND,2017,11,100,-35.98,143.85
080004,CANARY ISLAND,2017,12,61.8,-35.98,143.85
080004,CANARY ISLAND,2018,1,10.4,-35.98,143.85
080004,CANARY ISLAND,2018,2,0,-35.98,143.85
080004,CANARY ISLAND,2018,3,8.4,-35.98,143.85
080004,CANARY ISLAND,2018,4,2.6,-35.98,143.85
080004,CANARY ISLAND,2018,5,32.4,-35.98,143.85
080004,CANARY ISLAND,2018,6,30.5,-35.98,143.85
080004,CANARY ISLAND,2018,7,19.1,-35.98,143.85
080004,CANARY ISLAND,2018,8,17.8,-35.98,143.85
080004,CANARY ISLAND,2018,9,7.4,-35.98,143.85
080004,CANARY ISLAND,2018,10,16.6,-35.98,143.85
080004,CANARY ISLAND,2018,11,12.3,-35.98,143.85
080004,CANARY ISLAND,2018,12,70.6,-35.98,143.85
080004,CANARY ISLAND,2019,1,0,-35.98,143.85
080004,CANARY ISLAND,2019,2,6.2,-35.98,143.85
080004,CANARY ISLAND,2019,3,0,-35.98,143.85
080004,CANARY ISLAND,2019,4,0,-35.98,143.85
080004,CANARY ISLAND,2019,5,59,-35.98,143.85
080004,CANARY ISLAND,2019,6,28.5,-35.98,143.85
080004,CANARY ISLAND,2019,7,32.3,-35.98,143.85
080004,CANARY ISLAND,2019,8,19.5,-35.98,143.85
080004,CANARY ISLAND,2019,9,9.8,-35.98,143.85
080004,CANARY ISLAND,2019,10,0,-35.98,143.85
080004,CANARY ISLAND,2019,11,29.6,-35.98,143.85
080004,CANARY ISLAND,2019,12,9.2,-35.98,143.85
080004,CANARY ISLAND,2020,1,36.5,-35.98,143.85
080004,CANARY ISLAND,2020,2,9.6,-35.98,143.85
080004,CANARY ISLAND,2020,3,24,-35.98,143.85
080004,CANARY ISLAND,2020,4,87.9,-35.98,143.85
080004,CANARY ISLAND,2020,5,26.2,-35.98,143.85
080004,CANARY ISLAND,2020,6,18.5,-35.98,143.85
080004,CANARY ISLAND,2020,7,6.3,-35.98,143.85
080004,CANARY ISLAND,2020,8,39.6,-35.98,143.85
080004,CANARY ISLAND,2020,9,19.4,-35.98,143.85
080004,CANARY ISLAND,2020,10,43.8,-35.98,143.85
080004,CANARY ISLAND,2020,11,19,-35.98,143.85
080004,CANARY ISLAND,2020,12,23.5,-35.98,143.85
080004,CANARY ISLAND,2021,1,4,-35.98,143.85
080004,CANARY ISLAND,2021,2,11,-35.98,143.85
080004,CANARY ISLAND,2021,3,28.2,-35.98,143.85
080004,CANARY ISLAND,2021,4,2,-35.98,143.85
080004,CANARY ISLAND,2021,5,20.5,-35.98,143.85
080004,CANARY ISLAND,2021,6,35.3,-35.98,143.85
080004,CANARY ISLAND,2021,7,37.4,-35.98,143.85
080004,CANARY ISLAND,2021,8,22.3,-35.98,143.85
080004,CANARY ISLAND,2021,9,31,-35.98,143.85
080004,CANARY ISLAND,2021,10,31.8,-35.98,143.85
080004,CANARY ISLAND,2021,11,27.2,-35.98,143.85
080004,CANARY ISLAND,2021,12,8.4,-35.98,143.85
080004,CANARY ISLAND,2022,1,72.5,-35.98,143.85
080004,CANARY ISLAND,2022,2,0,-35.98,143.85
080004,CANARY ISLAND,2022,3,31,-35.98,143.85
080004,CANARY ISLAND,2022,4,77.5,-35.98,143.85
080004,CANARY ISLAND,2022,5,26.5,-35.98,143.85
080004,CANARY ISLAND,2022,6,14.7,-35.98,143.85
080004,CANARY ISLAND,2022,7,14.5,-35.98,143.85
080004,CANARY ISLAND,2022,8,57.4,-35.98,143.85
080004,CANARY ISLAND,2022,9,84.7,-35.98,143.85
080004,CANARY ISLAND,2022,10,120.4,-35.98,143.85
080004,CANARY ISLAND,2022,11,53.4,-35.98,143.85
080004,CANARY ISLAND,2022,12,14.5,-35.98,143.85
080004,CANARY ISLAND,2023,1,14.2,-35.98,143.85
080004,CANARY ISLAND,2023,2,0,-35.98,143.85
080004,CANARY ISLAND,2023,3,14.5,-35.98,143.85
080004,CANARY ISLAND,2023,4,70.1,-35.98,143.85
080004,CANARY ISLAND,2023,5,10,-35.98,143.85
080004,CANARY ISLAND,2023,6,65.4,-35.98,143.85
080004,CANARY ISLAND,2023,7,17.7,-35.98,143.85
080004,CANARY ISLAND,2023,8,2.5,-35.98,143.85
080004,CANARY ISLAND,2023,9,9,-35.98,143.85
080004,CANARY ISLAND,2023,10,48.5,-35.98,143.85
080004,CANARY ISLAND,2023,11,52,-35.98,143.85
080004,CANARY ISLAND,2023,12,73,-35.98,143.85
080004,CANARY ISLAND,2024,1,94,-35.98,143.85
080004,CANARY ISLAND,2024,2,0,-35.98,143.85
080004,CANARY ISLAND,2024,3,5.5,-35.98,143.85
080004,CANARY ISLAND,2024,4,28,-35.98,143.85
080004,CANARY ISLAND,2024,5,29,-35.98,143.85
080004,CANARY ISLAND,2024,6,27.5,-35.98,143.85
080004,CANARY ISLAND,2024,7,29,-35.98,143.85
080004,CANARY ISLAND,2024,8,31,-35.98,143.85
080004,CANARY ISLAND,2024,9,8,-35.98,143.85
080004,CANARY ISLAND,2024,10,47.5,-35.98,143.85
080004,CANARY ISLAND,2024,11,46,-35.98,143.85
080004,CANARY ISLAND,2024,12,20,-35.98,143.85
080004,CANARY ISLAND,2025,1,9,-35.98,143.85
080004,CANARY ISLAND,2025,2,5,-35.98,143.85
080004,CANARY ISLAND,2025,3,0,-35.98,143.85
080004,CANARY ISLAND,2025,4,45.5,-35.98,143.85
080004,CANARY ISLAND,2025,5,3,-35.98,143.85
080004,CANARY ISLAND,2025,6,51.5,-35.98,143.85
080004,CANARY ISLAND,2025,7,50.2,-35.98,143.85
080004,CANARY ISLAND,2025,8,18.5,-35.98,143.85
080004,CANARY ISLAND,2025,9,23.7,-35.98,143.85
080004,CANARY ISLAND,2025,10,3,-35.98,143.85
080009,COONOOER BRIDGE,2010,1,11.2,-36.48,143.35
080009,COONOOER BRIDGE,2010,2,17.2,-36.48,143.35
080009,COONOOER BRIDGE,2010,3,68,-36.48,143.35
080009,COONOOER BRIDGE,2010,4,38.6,-36.48,143.35
080009,COONOOER BRIDGE,2010,5,24,-36.48,143.35
080009,COONOOER BRIDGE,2010,6,18.8,-36.48,143.35
080009,COONOOER BRIDGE,2010,7,29.2,-36.48,143.35
080009,COONOOER BRIDGE,2010,8,122.8,-36.48,143.35
080009,COONOOER BRIDGE,2010,9,61.6,-36.48,143.35
080009,COONOOER BRIDGE,2010,10,96.2,-36.48,143.35
080009,COONOOER BRIDGE,2010,11,127.8,-36.48,143.35
080009,COONOOER BRIDGE,2010,12,71.6,-36.48,143.35
080009,COONOOER BRIDGE,2011,1,174.4,-36.48,143.35
080009,COONOOER BRIDGE,2011,2,110.6,-36.48,143.35
080009,COONOOER BRIDGE,2011,3,22.6,-36.48,143.35
080009,COONOOER BRIDGE,2011,4,15.6,-36.48,143.35
080009,COONOOER BRIDGE,2011,5,41.6,-36.48,143.35
080009,COONOOER BRIDGE,2011,6,22.8,-36.48,143.35
