Year,Month,Reservoir,System,Capacity_ML,Volume_ML,Percent_Full
2017,6,Tullaroop,Loddon,72950,53457,73.3
2017,7,Tullaroop,Loddon,72950,52871,72.5
2017,8,Tullaroop,Loddon,72950,54575,74.8
2017,9,Tullaroop,Loddon,72950,57819,79.3
2017,10,Tullaroop,Loddon,72950,55611,76.2
2017,11,Tullaroop,Loddon,72950,54481,74.7
2017,12,Tullaroop,Loddon,72950,52687,72.2
2018,1,Tullaroop,Loddon,72950,50429,69.1
2018,2,Tullaroop,Loddon,72950,47755,65.5
2018,3,Tullaroop,Loddon,72950,43808,60.1
2018,4,Tullaroop,Loddon,72950,42109,57.7
2018,5,Tullaroop,Loddon,72950,41507,56.9
2018,6,Tullaroop,Loddon,72950,41100,56.3
2018,7,Tullaroop,Loddon,72950,40659,55.7
2018,8,Tullaroop,Loddon,72950,41459,56.8
2018,9,Tullaroop,Loddon,72950,40925,56.1
2018,10,Tullaroop,Loddon,72950,38614,52.9
2018,11,Tullaroop,Loddon,72950,37402,51.3
2018,12,Tullaroop,Loddon,72950,35716,49
2019,1,Tullaroop,Loddon,72950,33274,45.6
2019,2,Tullaroop,Loddon,72950,31469,43.1
2019,3,Tullaroop,Loddon,72950,29465,40.4
2019,4,Tullaroop,Loddon,72950,28503,39.1
2019,5,Tullaroop,Loddon,72950,28611,39.2
2019,6,Tullaroop,Loddon,72950,30493,41.8
2019,7,Tullaroop,Loddon,72950,42677,58.5
2019,8,Tullaroop,Loddon,72950,57630,79
2019,9,Tullaroop,Loddon,72950,57630,79
2019,10,Tullaroop,Loddon,72950,61205,83.9
2019,11,Tullaroop,Loddon,72950,56244,77.1
2019,12,Tullaroop,Loddon,72950,53764,73.7
2020,1,Tullaroop,Loddon,72950,51503,70.6
2020,2,Tullaroop,Loddon,72950,49898,68.4
2020,3,Tullaroop,Loddon,72950,47272,64.8
2020,4,Tullaroop,Loddon,72950,46542,63.8
2020,5,Tullaroop,Loddon,72950,45886,62.9
2020,6,Tullaroop,Loddon,72950,43916,60.2
2020,7,Tullaroop,Loddon,72950,42749,58.6
2020,8,Tullaroop,Loddon,72950,44864,61.5
2020,9,Tullaroop,Loddon,72950,45010,61.7
2020,10,Tullaroop,Loddon,72950,45156,61.9
2020,11,Tullaroop,Loddon,72950,43551,59.7
2020,12,Tullaroop,Loddon,72950,40195,55.1
2021,1,Tullaroop,Loddon,72950,37861,51.9
2021,2,Tullaroop,Loddon,72950,36986,50.7
2021,3,Tullaroop,Loddon,72950,33484,45.9
2021,4,Tullaroop,Loddon,72950,30201,41.4
2021,5,Tullaroop,Loddon,72950,29034,39.8
2021,6,Tullaroop,Loddon,72950,29034,39.8
2021,7,Tullaroop,Loddon,72950,37496,51.4
2021,8,Tullaroop,Loddon,72950,47709,65.4
2021,9,Tullaroop,Loddon,72950,53108,72.8
2021,10,Tullaroop,Loddon,72950,53910,73.9
2021,11,Tullaroop,Loddon,72950,53983,74
2021,12,Tullaroop,Loddon,72950,50992,69.9
2022,1,Tullaroop,Loddon,72950,53545,73.4
2022,2,Tullaroop,Loddon,72950,48439,66.4
2022,3,Tullaroop,Loddon,72950,47418,65
2022,4,Tullaroop,Loddon,72950,45521,62.4
2022,5,Tullaroop,Loddon,72950,44937,61.6
2022,6,Tullaroop,Loddon,72950,44645,61.2
2022,7,Tullaroop,Loddon,72950,44791,61.4
2022,8,Tullaroop,Loddon,72950,62956,86.3
2022,9,Tullaroop,Loddon,72950,73825,101.2
2022,10,Tullaroop,Loddon,72950,76525,104.9
2022,11,Tullaroop,Loddon,72950,74409,102
2022,12,Tullaroop,Loddon,72950,73315,100.5
2023,1,Tullaroop,Loddon,72950,71856,98.5
2023,2,Tullaroop,Loddon,72950,69667,95.5
2023,3,Tullaroop,Loddon,72950,63831,87.5
2023,4,Tullaroop,Loddon,72950,61278,84
2023,5,Tullaroop,Loddon,72950,60621,83.1
2023,6,Tullaroop,Loddon,72950,70980,97.3
2023,7,Tullaroop,Loddon,72950,73825,101.2
2023,8,Tullaroop,Loddon,72950,73607,100.9
2023,9,Tullaroop,Loddon,72950,73242,100.4
2023,10,Tullaroop,Loddon,72950,72585,99.5
2023,11,Tullaroop,Loddon,72950,70616,96.8
2023,12,Tullaroop,Loddon,72950,69959,95.9
2024,1,Tullaroop,Loddon,72950,69667,95.5
2024,2,Tullaroop,Loddon,72950,67552,92.6
2024,3,Tullaroop,Loddon,72950,63321,86.8
2024,4,Tullaroop,Loddon,72950,61643,84.5
2024,5,Tullaroop,Loddon,72950,60330,82.7
2024,6,Tullaroop,Loddon,72950,59527,81.6
2024,7,Tullaroop,Loddon,72950,59381,81.4
2024,8,Tullaroop,Loddon,72950,57485,78.8
2024,9,Tullaroop,Loddon,72950,52816,72.4
2024,10,Tullaroop,Loddon,72950,49679,68.1
2024,11,Tullaroop,Loddon,72950,48147,66
2024,12,Tullaroop,Loddon,72950,46031,63.1
2025,1,Tullaroop,Loddon,72950,43332,59.4
2025,2,Tullaroop,Loddon,72950,40414,55.4
2025,3,Tullaroop,Loddon,72950,37277,51.1
2025,4,Tullaroop,Loddon,72950,34870,47.8
2025,5,Tullaroop,Loddon,72950,33630,46.1
2025,6,Tullaroop,Loddon,72950,33119,45.4
2025,7,Tullaroop,Loddon,72950,32900,45.1
2025,8,Tullaroop,Loddon,72950,32536,44.6
2025,9,Tullaroop,Loddon,72950,32609,44.7
2010,1,Rosslynne,Maribyrnong,25400,1249,4.9
2010,2,Rosslynne,Maribyrnong,25400,1181,4.6
2010,3,Rosslynne,Maribyrnong,25400,1152,4.5
2010,4,Rosslynne,Maribyrnong,25400,1132,4.5
2010,5,Rosslynne,Maribyrnong,25400,1124,4.4
2010,6,Rosslynne,Maribyrnong,25400,1160,4.6
2010,7,Rosslynne,Maribyrnong,25400,1156,4.6
2010,8,Rosslynne,Maribyrnong,25400,1706,6.7
2010,9,Rosslynne,Maribyrnong,25400,3406,13.4
2010,10,Rosslynne,Maribyrnong,25400,4108,16.2
2010,11,Rosslynne,Maribyrnong,25400,10170,40
2010,12,Rosslynne,Maribyrnong,25400,11078,43.6
2011,1,Rosslynne,Maribyrnong,25400,16900,66.5
2011,2,Rosslynne,Maribyrnong,25400,16884,66.5
2011,3,Rosslynne,Maribyrnong,25400,16731,65.9
2011,4,Rosslynne,Maribyrnong,25400,16654,65.6
2011,5,Rosslynne,Maribyrnong,25400,16624,65.4
2011,6,Rosslynne,Maribyrnong,25400,16716,65.8
2011,7,Rosslynne,Maribyrnong,25400,17070,67.2
2011,8,Rosslynne,Maribyrnong,25400,17430,68.6
2011,9,Rosslynne,Maribyrnong,25400,18016,70.9
2011,10,Rosslynne,Maribyrnong,25400,18403,72.5
2011,11,Rosslynne,Maribyrnong,25400,18436,72.6
2011,12,Rosslynne,Maribyrnong,25400,18112,71.3
2012,1,Rosslynne,Maribyrnong,25400,17729,69.8
2012,2,Rosslynne,Maribyrnong,25400,17430,68.6
2012,3,Rosslynne,Maribyrnong,25400,17492,68.9
2012,4,Rosslynne,Maribyrnong,25400,17273,68
2012,5,Rosslynne,Maribyrnong,25400,17195,67.7
2012,6,Rosslynne,Maribyrnong,25400,18484,72.8
2012,7,Rosslynne,Maribyrnong,25400,20052,78.9
2012,8,Rosslynne,Maribyrnong,25400,23683,93.2
2012,9,Rosslynne,Maribyrnong,25400,24108,94.9
2012,10,Rosslynne,Maribyrnong,25400,24091,94.8
2012,11,Rosslynne,Maribyrnong,25400,23801,93.7
2012,12,Rosslynne,Maribyrnong,25400,23287,91.7
2013,1,Rosslynne,Maribyrnong,25400,22687,89.3
2013,2,Rosslynne,Maribyrnong,25400,23085,90.9
2013,3,Rosslynne,Maribyrnong,25400,22051,86.8
2013,4,Rosslynne,Maribyrnong,25400,21734,85.6
2013,5,Rosslynne,Maribyrnong,25400,21527,84.8
2013,6,Rosslynne,Maribyrnong,25400,21716,85.5
2013,7,Rosslynne,Maribyrnong,25400,22831,89.9
2013,8,Rosslynne,Maribyrnong,25400,23339,91.9
2013,9,Rosslynne,Maribyrnong,25400,23248,91.5
2013,10,Rosslynne,Maribyrnong,25400,23539,92.7
2013,11,Rosslynne,Maribyrnong,25400,23469,92.4
2013,12,Rosslynne,Maribyrnong,25400,22868,90
2014,1,Rosslynne,Maribyrnong,25400,22136,87.2
2014,2,Rosslynne,Maribyrnong,25400,21400,84.3
2014,3,Rosslynne,Maribyrnong,25400,20684,81.4
2014,4,Rosslynne,Maribyrnong,25400,20123,79.2
2014,5,Rosslynne,Maribyrnong,25400,19628,77.3
2014,6,Rosslynne,Maribyrnong,25400,19078,75.1
2014,7,Rosslynne,Maribyrnong,25400,18676,73.5
2014,8,Rosslynne,Maribyrnong,25400,18264,71.9
2014,9,Rosslynne,Maribyrnong,25400,17913,70.5
2014,10,Rosslynne,Maribyrnong,25400,17412,68.6
2014,11,Rosslynne,Maribyrnong,25400,16548,65.1
2014,12,Rosslynne,Maribyrnong,25400,15732,61.9
2015,1,Rosslynne,Maribyrnong,25400,14869,58.5
2015,2,Rosslynne,Maribyrnong,25400,14084,55.4
2015,3,Rosslynne,Maribyrnong,25400,13114,51.6
2015,4,Rosslynne,Maribyrnong,25400,12514,49.3
2015,5,Rosslynne,Maribyrnong,25400,11899,46.8
2015,6,Rosslynne,Maribyrnong,25400,11180,44
2015,7,Rosslynne,Maribyrnong,25400,10861,42.8
2015,8,Rosslynne,Maribyrnong,25400,10469,41.2
2015,9,Rosslynne,Maribyrnong,25400,10095,39.7
2015,10,Rosslynne,Maribyrnong,25400,9394,37
2015,11,Rosslynne,Maribyrnong,25400,8668,34.1
2015,12,Rosslynne,Maribyrnong,25400,7730,30.4
2016,1,Rosslynne,Maribyrnong,25400,6680,26.3
2016,2,Rosslynne,Maribyrnong,25400,5843,23
2016,3,Rosslynne,Maribyrnong,25400,4856,19.1
2016,4,Rosslynne,Maribyrnong,25400,4357,17.2
2016,5,Rosslynne,Maribyrnong,25400,3873,15.2
2016,6,Rosslynne,Maribyrnong,25400,3735,14.7
2016,7,Rosslynne,Maribyrnong,25400,5160,20.3
2016,8,Rosslynne,Maribyrnong,25400,5455,21.5
2016,9,Rosslynne,Maribyrnong,25400,10090,39.7
2016,10,Rosslynne,Maribyrnong,25400,11926,47
2016,11,Rosslynne,Maribyrnong,25400,11861,46.7
2016,12,Rosslynne,Maribyrnong,25400,11791,46.4
2017,1,Rosslynne,Maribyrnong,25400,11293,44.5
2017,2,Rosslynne,Maribyrnong,25400,10800,42.5
2017,3,Rosslynne,Maribyrnong,25400,10212,40.2
2017,4,Rosslynne,Maribyrnong,25400,10139,39.9
2017,5,Rosslynne,Maribyrnong,25400,9728,38.3
2017,6,Rosslynne,Maribyrnong,25400,9523,37.5
2017,7,Rosslynne,Maribyrnong,25400,9408,37
2017,8,Rosslynne,Maribyrnong,25400,9623,37.9
2017,9,Rosslynne,Maribyrnong,25400,9557,37.6
2017,10,Rosslynne,Maribyrnong,25400,9317,36.7
2017,11,Rosslynne,Maribyrnong,25400,9013,35.5
2017,12,Rosslynne,Maribyrnong,25400,8627,34
2018,1,Rosslynne,Maribyrnong,25400,8113,31.9
2018,2,Rosslynne,Maribyrnong,25400,7612,30
2018,3,Rosslynne,Maribyrnong,25400,7006,27.6
2018,4,Rosslynne,Maribyrnong,25400,6504,25.6
2018,5,Rosslynne,Maribyrnong,25400,6187,24.4
2018,6,Rosslynne,Maribyrnong,25400,6104,24
2018,7,Rosslynne,Maribyrnong,25400,6218,24.5
2018,8,Rosslynne,Maribyrnong,25400,6651,26.2
2018,9,Rosslynne,Maribyrnong,25400,6847,27
2018,10,Rosslynne,Maribyrnong,25400,6938,27.3
2018,11,Rosslynne,Maribyrnong,25400,6713,26.4
2018,12,Rosslynne,Maribyrnong,25400,6394,25.2
2019,1,Rosslynne,Maribyrnong,25400,5743,22.6
2019,2,Rosslynne,Maribyrnong,25400,5154,20.3
2019,3,Rosslynne,Maribyrnong,25400,4454,17.5
2019,4,Rosslynne,Maribyrnong,25400,4162,16.4
2019,5,Rosslynne,Maribyrnong,25400,4245,16.7
2019,6,Rosslynne,Maribyrnong,25400,4826,19
2019,7,Rosslynne,Maribyrnong,25400,5465,21.5
2019,8,Rosslynne,Maribyrnong,25400,6536,25.7
2019,9,Rosslynne,Maribyrnong,25400,6745,26.6
2019,10,Rosslynne,Maribyrnong,25400,6766,26.6
2019,11,Rosslynne,Maribyrnong,25400,6670,26.3
2019,12,Rosslynne,Maribyrnong,25400,6149,24.2
2020,1,Rosslynne,Maribyrnong,25400,5591,22
2020,2,Rosslynne,Maribyrnong,25400,5138,20.2
2020,3,Rosslynne,Maribyrnong,25400,4927,19.4
2020,4,Rosslynne,Maribyrnong,25400,5095,20.1
2020,5,Rosslynne,Maribyrnong,25400,5332,21
2020,6,Rosslynne,Maribyrnong,25400,5642,22.2
2020,7,Rosslynne,Maribyrnong,25400,6044,23.8
2020,8,Rosslynne,Maribyrnong,25400,6733,26.5
2020,9,Rosslynne,Maribyrnong,25400,7105,28
2020,10,Rosslynne,Maribyrnong,25400,7478,29.4
2020,11,Rosslynne,Maribyrnong,25400,7255,28.6
2020,12,Rosslynne,Maribyrnong,25400,6770,26.7
2021,1,Rosslynne,Maribyrnong,25400,6500,25.6
2021,2,Rosslynne,Maribyrnong,25400,6116,24.1
2021,3,Rosslynne,Maribyrnong,25400,5883,23.2
2021,4,Rosslynne,Maribyrnong,25400,5910,23.3
2021,5,Rosslynne,Maribyrnong,25400,6092,24
2021,6,Rosslynne,Maribyrnong,25400,10188,40.1
2021,7,Rosslynne,Maribyrnong,25400,11613,45.7
2021,8,Rosslynne,Maribyrnong,25400,12356,48.6
2021,9,Rosslynne,Maribyrnong,25400,13341,52.5
2021,10,Rosslynne,Maribyrnong,25400,14456,56.9
2021,11,Rosslynne,Maribyrnong,25400,16453,64.8
2021,12,Rosslynne,Maribyrnong,25400,16384,64.5
2022,1,Rosslynne,Maribyrnong,25400,16784,66.1
2022,2,Rosslynne,Maribyrnong,25400,16387,64.5
2022,3,Rosslynne,Maribyrnong,25400,16218,63.8
2022,4,Rosslynne,Maribyrnong,25400,16112,63.4
2022,5,Rosslynne,Maribyrnong,25400,15954,62.8
2022,6,Rosslynne,Maribyrnong,25400,16161,63.6
2022,7,Rosslynne,Maribyrnong,25400,16417,64.6
2022,8,Rosslynne,Maribyrnong,25400,17906,70.5
2022,9,Rosslynne,Maribyrnong,25400,21642,85.2
2022,10,Rosslynne,Maribyrnong,25400,25428,100.1
2022,11,Rosslynne,Maribyrnong,25400,25438,100.1
2022,12,Rosslynne,Maribyrnong,25400,25311,99.6
2023,1,Rosslynne,Maribyrnong,25400,25018,98.5
2023,2,Rosslynne,Maribyrnong,25400,24668,97.1
2023,3,Rosslynne,Maribyrnong,25400,24422,96.1
2023,4,Rosslynne,Maribyrnong,25400,24355,95.9
2023,5,Rosslynne,Maribyrnong,25400,24230,95.4
2023,6,Rosslynne,Maribyrnong,25400,24039,94.6
2023,7,Rosslynne,Maribyrnong,25400,23946,94.3
2023,8,Rosslynne,Maribyrnong,25400,23840,93.9
2023,9,Rosslynne,Maribyrnong,25400,23574,92.8
2023,10,Rosslynne,Maribyrnong,25400,23262,91.6
2023,11,Rosslynne,Maribyrnong,25400,22758,89.6
2023,12,Rosslynne,Maribyrnong,25400,22978,90.5
2024,1,Rosslynne,Maribyrnong,25400,23486,92.5
2024,2,Rosslynne,Maribyrnong,25400,22792,89.7
2024,3,Rosslynne,Maribyrnong,25400,22033,86.7
2024,4,Rosslynne,Maribyrnong,25400,21678,85.3
2024,5,Rosslynne,Maribyrnong,25400,21334,84
2024,6,Rosslynne,Maribyrnong,25400,21086,83
2024,7,Rosslynne,Maribyrnong,25400,21247,83.6
2024,8,Rosslynne,Maribyrnong,25400,21332,84
2024,9,Rosslynne,Maribyrnong,25400,21316,83.9
2024,10,Rosslynne,Maribyrnong,25400,21263,83.7
2024,11,Rosslynne,Maribyrnong,25400,20988,82.6
2024,12,Rosslynne,Maribyrnong,25400,20248,79.7
2025,1,Rosslynne,Maribyrnong,25400,19387,76.3
2025,2,Rosslynne,Maribyrnong,25400,18635,73.4
2025,3,Rosslynne,Maribyrnong,25400,17787,70
2025,4,Rosslynne,Maribyrnong,25400,17148,67.5
2025,5,Rosslynne,Maribyrnong,25400,16510,65
2025,6,Rosslynne,Maribyrnong,25400,16314,64.2
2025,7,Rosslynne,Maribyrnong,25400,16468,64.8
2025,8,Rosslynne,Maribyrnong,25400,16619,65.4
2025,9,Rosslynne,Maribyrnong,25400,16618,65.4
2010,1,Cardinia,Melbourne,286911,109711,38.2
2010,2,Cardinia,Melbourne,286911,102187,35.6
2010,3,Cardinia,Melbourne,286911,96599,33.7
2010,4,Cardinia,Melbourne,286911,98554,34.4
2010,5,Cardinia,Melbourne,286911,96789,33.7
2010,6,Cardinia,Melbourne,286911,101123,35.2
2010,7,Cardinia,Melbourne,286911,111746,38.9
2010,8,Cardinia,Melbourne,286911,123865,43.2
2010,9,Cardinia,Melbourne,286911,134813,47
2010,10,Cardinia,Melbourne,286911,143306,49.9
2010,11,Cardinia,Melbourne,286911,156785,54.6
2010,12,Cardinia,Melbourne,286911,165875,57.8
2011,1,Cardinia,Melbourne,286911,176988,61.7
2011,2,Cardinia,Melbourne,286911,189355,66
2011,3,Cardinia,Melbourne,286911,197133,68.7
2011,4,Cardinia,Melbourne,286911,209069,72.9
2011,5,Cardinia,Melbourne,286911,207948,72.5
2011,6,Cardinia,Melbourne,286911,204102,71.1
2011,7,Cardinia,Melbourne,286911,212561,74.1
2011,8,Cardinia,Melbourne,286911,225090,78.5
2011,9,Cardinia,Melbourne,286911,225165,78.5
2011,10,Cardinia,Melbourne,286911,223141,77.8
2011,11,Cardinia,Melbourne,286911,222133,77.4
2011,12,Cardinia,Melbourne,286911,218138,76
2012,1,Cardinia,Melbourne,286911,209018,72.9
2012,2,Cardinia,Melbourne,286911,199106,69.4
2012,3,Cardinia,Melbourne,286911,204556,71.3
2012,4,Cardinia,Melbourne,286911,209549,73
2012,5,Cardinia,Melbourne,286911,214839,74.9
2012,6,Cardinia,Melbourne,286911,218389,76.1
2012,7,Cardinia,Melbourne,286911,235507,82.1
2012,8,Cardinia,Melbourne,286911,242319,84.5
2012,9,Cardinia,Melbourne,286911,251237,87.6
2012,10,Cardinia,Melbourne,286911,253318,88.3
2012,11,Cardinia,Melbourne,286911,256145,89.3
2012,12,Cardinia,Melbourne,286911,252150,87.9
2013,1,Cardinia,Melbourne,286911,244344,85.2
2013,2,Cardinia,Melbourne,286911,234575,81.8
2013,3,Cardinia,Melbourne,286911,226556,79
2013,4,Cardinia,Melbourne,286911,220177,76.7
2013,5,Cardinia,Melbourne,286911,213595,74.4
2013,6,Cardinia,Melbourne,286911,208916,72.8
2013,7,Cardinia,Melbourne,286911,202395,70.5
2013,8,Cardinia,Melbourne,286911,200498,69.9
2013,9,Cardinia,Melbourne,286911,198217,69.1
2013,10,Cardinia,Melbourne,286911,194126,67.7
2013,11,Cardinia,Melbourne,286911,189787,66.1
2013,12,Cardinia,Melbourne,286911,182278,63.5
2014,1,Cardinia,Melbourne,286911,172417,60.1
2014,2,Cardinia,Melbourne,286911,169638,59.1
2014,3,Cardinia,Melbourne,286911,169575,59.1
2014,4,Cardinia,Melbourne,286911,175563,61.2
2014,5,Cardinia,Melbourne,286911,180044,62.8
2014,6,Cardinia,Melbourne,286911,184492,64.3
2014,7,Cardinia,Melbourne,286911,187348,65.3
2014,8,Cardinia,Melbourne,286911,187205,65.2
2014,9,Cardinia,Melbourne,286911,186967,65.2
2014,10,Cardinia,Melbourne,286911,184265,64.2
2014,11,Cardinia,Melbourne,286911,184123,64.2
2014,12,Cardinia,Melbourne,286911,181743,63.3
2015,1,Cardinia,Melbourne,286911,178049,62.1
2015,2,Cardinia,Melbourne,286911,174474,60.8
2015,3,Cardinia,Melbourne,286911,174100,60.7
2015,4,Cardinia,Melbourne,286911,173289,60.4
2015,5,Cardinia,Melbourne,286911,172935,60.3
2015,6,Cardinia,Melbourne,286911,166957,58.2
2015,7,Cardinia,Melbourne,286911,169306,59
2015,8,Cardinia,Melbourne,286911,173280,60.4
2015,9,Cardinia,Melbourne,286911,175838,61.3
2015,10,Cardinia,Melbourne,286911,175426,61.1
2015,11,Cardinia,Melbourne,286911,177717,61.9
2015,12,Cardinia,Melbourne,286911,172571,60.1
2016,1,Cardinia,Melbourne,286911,170564,59.4
2016,2,Cardinia,Melbourne,286911,172146,60
2016,3,Cardinia,Melbourne,286911,171856,59.9
2016,4,Cardinia,Melbourne,286911,172010,60
2016,5,Cardinia,Melbourne,286911,177172,61.8
2016,6,Cardinia,Melbourne,286911,181593,63.3
2016,7,Cardinia,Melbourne,286911,183012,63.8
2016,8,Cardinia,Melbourne,286911,183699,64
2016,9,Cardinia,Melbourne,286911,182334,63.6
2016,10,Cardinia,Melbourne,286911,179718,62.6
2016,11,Cardinia,Melbourne,286911,185068,64.5
2016,12,Cardinia,Melbourne,286911,181378,63.2
2017,1,Cardinia,Melbourne,286911,175793,61.3
2017,2,Cardinia,Melbourne,286911,171512,59.8
2017,3,Cardinia,Melbourne,286911,169890,59.2
2017,4,Cardinia,Melbourne,286911,176160,61.4
2017,5,Cardinia,Melbourne,286911,181940,63.4
2017,6,Cardinia,Melbourne,286911,189355,66
2017,7,Cardinia,Melbourne,286911,196347,68.4
2017,8,Cardinia,Melbourne,286911,193804,67.5
2017,9,Cardinia,Melbourne,286911,192202,67
2017,10,Cardinia,Melbourne,286911,189355,66
2017,11,Cardinia,Melbourne,286911,184445,64.3
2017,12,Cardinia,Melbourne,286911,179811,62.7
2018,1,Cardinia,Melbourne,286911,175014,61
2018,2,Cardinia,Melbourne,286911,171829,59.9
2018,3,Cardinia,Melbourne,286911,169845,59.2
2018,4,Cardinia,Melbourne,286911,167295,58.3
2018,5,Cardinia,Melbourne,286911,168188,58.6
2018,6,Cardinia,Melbourne,286911,169485,59.1
2018,7,Cardinia,Melbourne,286911,168921,58.9
2018,8,Cardinia,Melbourne,286911,168232,58.6
2018,9,Cardinia,Melbourne,286911,184312,64.2
2018,10,Cardinia,Melbourne,286911,184312,64.2
2018,11,Cardinia,Melbourne,286911,185665,64.7
2018,12,Cardinia,Melbourne,286911,185637,64.7
2019,1,Cardinia,Melbourne,286911,181725,63.3
2019,2,Cardinia,Melbourne,286911,171042,59.6
2019,3,Cardinia,Melbourne,286911,167251,58.3
2019,4,Cardinia,Melbourne,286911,166895,58.2
2019,5,Cardinia,Melbourne,286911,167206,58.3
2019,6,Cardinia,Melbourne,286911,171061,59.6
2019,7,Cardinia,Melbourne,286911,179254,62.5
2019,8,Cardinia,Melbourne,286911,193951,67.6
2019,9,Cardinia,Melbourne,286911,218389,76.1
2019,10,Cardinia,Melbourne,286911,234138,81.6
2019,11,Cardinia,Melbourne,286911,239913,83.6
2019,12,Cardinia,Melbourne,286911,236385,82.4
2020,1,Cardinia,Melbourne,286911,232175,80.9
2020,2,Cardinia,Melbourne,286911,222822,77.7
2020,3,Cardinia,Melbourne,286911,219451,76.5
2020,4,Cardinia,Melbourne,286911,205989,71.8
2020,5,Cardinia,Melbourne,286911,205625,71.7
2020,6,Cardinia,Melbourne,286911,208151,72.5
2020,7,Cardinia,Melbourne,286911,221508,77.2
2020,8,Cardinia,Melbourne,286911,235364,82
2020,9,Cardinia,Melbourne,286911,238228,83
2020,10,Cardinia,Melbourne,286911,246527,85.9
2020,11,Cardinia,Melbourne,286911,247801,86.4
2020,12,Cardinia,Melbourne,286911,247294,86.2
2021,1,Cardinia,Melbourne,286911,251362,87.6
2021,2,Cardinia,Melbourne,286911,234028,81.6
2021,3,Cardinia,Melbourne,286911,231577,80.7
2021,4,Cardinia,Melbourne,286911,235298,82
2021,5,Cardinia,Melbourne,286911,223077,77.8
2021,6,Cardinia,Melbourne,286911,207846,72.4
2021,7,Cardinia,Melbourne,286911,206861,72.1
2021,8,Cardinia,Melbourne,286911,206698,72
2021,9,Cardinia,Melbourne,286911,208284,72.6
2021,10,Cardinia,Melbourne,286911,228202,79.5
2021,11,Cardinia,Melbourne,286911,239636,83.5
2021,12,Cardinia,Melbourne,286911,240113,83.7
2022,1,Cardinia,Melbourne,286911,236880,82.6
2022,2,Cardinia,Melbourne,286911,228493,79.6
2022,3,Cardinia,Melbourne,286911,231153,80.6
2022,4,Cardinia,Melbourne,286911,230687,80.4
2022,5,Cardinia,Melbourne,286911,234466,81.7
2022,6,Cardinia,Melbourne,286911,235232,82
2022,7,Cardinia,Melbourne,286911,238582,83.2
2022,8,Cardinia,Melbourne,286911,242229,84.4
2022,9,Cardinia,Melbourne,286911,253983,88.5
2022,10,Cardinia,Melbourne,286911,261441,91.1
2022,11,Cardinia,Melbourne,286911,263545,91.9
2022,12,Cardinia,Melbourne,286911,258827,90.2
2023,1,Cardinia,Melbourne,286911,249870,87.1
2023,2,Cardinia,Melbourne,286911,244951,85.4
2023,3,Cardinia,Melbourne,286911,240313,83.8
2023,4,Cardinia,Melbourne,286911,239170,83.4
2023,5,Cardinia,Melbourne,286911,243325,84.8
2023,6,Cardinia,Melbourne,286911,247575,86.3
2023,7,Cardinia,Melbourne,286911,250336,87.3
2023,8,Cardinia,Melbourne,286911,251134,87.5
2023,9,Cardinia,Melbourne,286911,248130,86.5
2023,10,Cardinia,Melbourne,286911,250895,87.4
2023,11,Cardinia,Melbourne,286911,248367,86.6
2023,12,Cardinia,Melbourne,286911,250154,87.2
2024,1,Cardinia,Melbourne,286911,251408,87.6
2024,2,Cardinia,Melbourne,286911,246368,85.9
2024,3,Cardinia,Melbourne,286911,243202,84.8
2024,4,Cardinia,Melbourne,286911,247170,86.1
2024,5,Cardinia,Melbourne,286911,247474,86.3
2024,6,Cardinia,Melbourne,286911,243784,85
2024,7,Cardinia,Melbourne,286911,237331,82.7
2024,8,Cardinia,Melbourne,286911,227619,79.3
2024,9,Cardinia,Melbourne,286911,218557,76.2
2024,10,Cardinia,Melbourne,286911,211047,73.6
2024,11,Cardinia,Melbourne,286911,212530,74.1
2024,12,Cardinia,Melbourne,286911,210707,73.4
2025,1,Cardinia,Melbourne,286911,208518,72.7
2025,2,Cardinia,Melbourne,286911,202896,70.7
2025,3,Cardinia,Melbourne,286911,190134,66.3
2025,4,Cardinia,Melbourne,286911,178633,62.3
2025,5,Cardinia,Melbourne,286911,168268,58.6
2025,6,Cardinia,Melbourne,286911,170700,59.5
2025,7,Cardinia,Melbourne,286911,178568,62.2
2025,8,Cardinia,Melbourne,286911,185969,64.8
2025,9,Cardinia,Melbourne,286911,200249,69.8
2010,1,Greenvale,Melbourne,26839,19509,72.7
2010,2,Greenvale,Melbourne,26839,18707,69.7
2010,3,Greenvale,Melbourne,26839,20290,75.6
2010,4,Greenvale,Melbourne,26839,19396,72.3
2010,5,Greenvale,Melbourne,26839,17246,64.3
2010,6,Greenvale,Melbourne,26839,16999,63.3
2010,7,Greenvale,Melbourne,26839,17133,63.8
2010,8,Greenvale,Melbourne,26839,17828,66.4
2010,9,Greenvale,Melbourne,26839,18566,69.2
2010,10,Greenvale,Melbourne,26839,19351,72.1
2010,11,Greenvale,Melbourne,26839,19366,72.2
2010,12,Greenvale,Melbourne,26839,19126,71.3
2011,1,Greenvale,Melbourne,26839,19531,72.8
2011,2,Greenvale,Melbourne,26839,19561,72.9
2011,3,Greenvale,Melbourne,26839,19638,73.2
2011,4,Greenvale,Melbourne,26839,20229,75.4
2011,5,Greenvale,Melbourne,26839,20720,77.2
2011,6,Greenvale,Melbourne,26839,20689,77.1
2011,7,Greenvale,Melbourne,26839,19999,74.5
2011,8,Greenvale,Melbourne,26839,19097,71.2
2011,9,Greenvale,Melbourne,26839,18088,67.4
