Year,Month,Reservoir,System,Capacity_ML,Volume_ML,Percent_Full
2010,1,White Swan,Ballarat,14107,11998,85
2010,2,White Swan,Ballarat,14107,11928,84.6
2010,3,White Swan,Ballarat,14107,12138,86
2010,4,White Swan,Ballarat,14107,11538,81.8
2010,5,White Swan,Ballarat,14107,10876,77.1
2010,6,White Swan,Ballarat,14107,10635,75.4
2010,7,White Swan,Ballarat,14107,10665,75.6
2010,8,White Swan,Ballarat,14107,12297,87.2
2010,9,White Swan,Ballarat,14107,13358,94.7
2010,10,White Swan,Ballarat,14107,13631,96.6
2010,11,White Swan,Ballarat,14107,13544,96
2010,12,White Swan,Ballarat,14107,13556,96.1
2011,1,White Swan,Ballarat,14107,13643,96.7
2011,2,White Swan,Ballarat,14107,13420,95.1
2011,3,White Swan,Ballarat,14107,13187,93.5
2011,4,White Swan,Ballarat,14107,13346,94.6
2011,5,White Swan,Ballarat,14107,13199,93.6
2011,6,White Swan,Ballarat,14107,13371,94.8
2011,7,White Swan,Ballarat,14107,13494,95.7
2011,8,White Swan,Ballarat,14107,13334,94.5
2011,9,White Swan,Ballarat,14107,13236,93.8
2011,10,White Swan,Ballarat,14107,13482,95.6
2011,11,White Swan,Ballarat,14107,13235,93.8
2011,12,White Swan,Ballarat,14107,13199,93.6
2012,1,White Swan,Ballarat,14107,12546,88.9
2012,2,White Swan,Ballarat,14107,11774,83.5
2012,3,White Swan,Ballarat,14107,11284,80
2012,4,White Swan,Ballarat,14107,10785,76.5
2012,5,White Swan,Ballarat,14107,10352,73.4
2012,6,White Swan,Ballarat,14107,10331,73.2
2012,7,White Swan,Ballarat,14107,11394,80.8
2012,8,White Swan,Ballarat,14107,12955,91.8
2012,9,White Swan,Ballarat,14107,13223,93.7
2012,10,White Swan,Ballarat,14107,13346,94.6
2012,11,White Swan,Ballarat,14107,13248,93.9
2012,12,White Swan,Ballarat,14107,13346,94.6
2013,1,White Swan,Ballarat,14107,12678,89.9
2013,2,White Swan,Ballarat,14107,11981,84.9
2013,3,White Swan,Ballarat,14107,11141,79
2013,4,White Swan,Ballarat,14107,10530,74.6
2013,5,White Swan,Ballarat,14107,9918,70.3
2013,6,White Swan,Ballarat,14107,9457,67
2013,7,White Swan,Ballarat,14107,9154,64.9
2013,8,White Swan,Ballarat,14107,9756,69.2
2013,9,White Swan,Ballarat,14107,10352,73.4
2013,10,White Swan,Ballarat,14107,10498,74.4
2013,11,White Swan,Ballarat,14107,11152,79.1
2013,12,White Swan,Ballarat,14107,11449,81.2
2014,1,White Swan,Ballarat,14107,10935,77.5
2014,2,White Swan,Ballarat,14107,9827,69.7
2014,3,White Swan,Ballarat,14107,9359,66.3
2014,4,White Swan,Ballarat,14107,8896,63.1
2014,5,White Swan,Ballarat,14107,8632,61.2
2014,6,White Swan,Ballarat,14107,8540,60.5
2014,7,White Swan,Ballarat,14107,8642,61.3
2014,8,White Swan,Ballarat,14107,10414,73.8
2014,9,White Swan,Ballarat,14107,10753,76.2
2014,10,White Swan,Ballarat,14107,10721,76
2014,11,White Swan,Ballarat,14107,10764,76.3
2014,12,White Swan,Ballarat,14107,10175,72.1
2015,1,White Swan,Ballarat,14107,9125,64.7
2015,2,White Swan,Ballarat,14107,8558,60.7
2015,3,White Swan,Ballarat,14107,7601,53.9
2015,4,White Swan,Ballarat,14107,7228,51.2
2015,5,White Swan,Ballarat,14107,7022,49.8
2015,6,White Swan,Ballarat,14107,6916,49
2015,7,White Swan,Ballarat,14107,6860,48.6
2015,8,White Swan,Ballarat,14107,6955,49.3
2015,9,White Swan,Ballarat,14107,7413,52.5
2015,10,White Swan,Ballarat,14107,7618,54
2015,11,White Swan,Ballarat,14107,7405,52.5
2015,12,White Swan,Ballarat,14107,6965,49.4
2016,1,White Swan,Ballarat,14107,6732,47.7
2016,2,White Swan,Ballarat,14107,6673,47.3
2016,3,White Swan,Ballarat,14107,7030,49.8
2016,4,White Swan,Ballarat,14107,7396,52.4
2016,5,White Swan,Ballarat,14107,7636,54.1
2016,6,White Swan,Ballarat,14107,8274,58.7
2016,7,White Swan,Ballarat,14107,10903,77.3
2016,8,White Swan,Ballarat,14107,12895,91.4
2016,9,White Swan,Ballarat,14107,14475,102.6
2016,10,White Swan,Ballarat,14107,14182,100.5
2016,11,White Swan,Ballarat,14107,14246,101
2016,12,White Swan,Ballarat,14107,14271,101.2
2017,1,White Swan,Ballarat,14107,14094,99.9
2017,2,White Swan,Ballarat,14107,13868,98.3
2017,3,White Swan,Ballarat,14107,13593,96.4
2017,4,White Swan,Ballarat,14107,13705,97.2
2017,5,White Swan,Ballarat,14107,13211,93.6
2017,6,White Swan,Ballarat,14107,12297,87.2
2017,7,White Swan,Ballarat,14107,11706,83
2017,8,White Swan,Ballarat,14107,12475,88.4
2017,9,White Swan,Ballarat,14107,13556,96.1
2017,10,White Swan,Ballarat,14107,13334,94.5
2017,11,White Swan,Ballarat,14107,13028,92.4
2017,12,White Swan,Ballarat,14107,12943,91.7
2018,1,White Swan,Ballarat,14107,12642,89.6
2018,2,White Swan,Ballarat,14107,12086,85.7
2018,3,White Swan,Ballarat,14107,11560,81.9
2018,4,White Swan,Ballarat,14107,11141,79
2018,5,White Swan,Ballarat,14107,10721,76
2018,6,White Swan,Ballarat,14107,10404,73.8
2018,7,White Swan,Ballarat,14107,9766,69.2
2018,8,White Swan,Ballarat,14107,10372,73.5
2018,9,White Swan,Ballarat,14107,10668,75.6
2018,10,White Swan,Ballarat,14107,10657,75.5
2018,11,White Swan,Ballarat,14107,10849,76.9
2018,12,White Swan,Ballarat,14107,10317,73.1
2019,1,White Swan,Ballarat,14107,9918,70.3
2019,2,White Swan,Ballarat,14107,9193,65.2
2019,3,White Swan,Ballarat,14107,8447,59.9
2019,4,White Swan,Ballarat,14107,8174,57.9
2019,5,White Swan,Ballarat,14107,8066,57.2
2019,6,White Swan,Ballarat,14107,8228,58.3
2019,7,White Swan,Ballarat,14107,8867,62.9
2019,8,White Swan,Ballarat,14107,11087,78.6
2019,9,White Swan,Ballarat,14107,12344,87.5
2019,10,White Swan,Ballarat,14107,12297,87.2
2019,11,White Swan,Ballarat,14107,12262,86.9
2019,12,White Swan,Ballarat,14107,12321,87.3
2020,1,White Swan,Ballarat,14107,11877,84.2
2020,2,White Swan,Ballarat,14107,11306,80.1
2020,3,White Swan,Ballarat,14107,10871,77.1
2020,4,White Swan,Ballarat,14107,10732,76.1
2020,5,White Swan,Ballarat,14107,10477,74.3
2020,6,White Swan,Ballarat,14107,10541,74.7
2020,7,White Swan,Ballarat,14107,10871,77.1
2020,8,White Swan,Ballarat,14107,11394,80.8
2020,9,White Swan,Ballarat,14107,12005,85.1
2020,10,White Swan,Ballarat,14107,12738,90.3
2020,11,White Swan,Ballarat,14107,12582,89.2
2020,12,White Swan,Ballarat,14107,12630,89.5
2021,1,White Swan,Ballarat,14107,12678,89.9
2021,2,White Swan,Ballarat,14107,12498,88.6
2021,3,White Swan,Ballarat,14107,12285,87.1
2021,4,White Swan,Ballarat,14107,11900,84.4
2021,5,White Swan,Ballarat,14107,11717,83.1
2021,6,White Swan,Ballarat,14107,12203,86.5
2021,7,White Swan,Ballarat,14107,12702,90
2021,8,White Swan,Ballarat,14107,12594,89.3
2021,9,White Swan,Ballarat,14107,12606,89.4
2021,10,White Swan,Ballarat,14107,12582,89.2
2021,11,White Swan,Ballarat,14107,12702,90
2021,12,White Swan,Ballarat,14107,12546,88.9
2022,1,White Swan,Ballarat,14107,12180,86.3
2022,2,White Swan,Ballarat,14107,11831,83.9
2022,3,White Swan,Ballarat,14107,11416,80.9
2022,4,White Swan,Ballarat,14107,11011,78.1
2022,5,White Swan,Ballarat,14107,10968,77.7
2022,6,White Swan,Ballarat,14107,11087,78.6
2022,7,White Swan,Ballarat,14107,11538,81.8
2022,8,White Swan,Ballarat,14107,11981,84.9
2022,9,White Swan,Ballarat,14107,11993,85
2022,10,White Swan,Ballarat,14107,12028,85.3
2022,11,White Swan,Ballarat,14107,11912,84.4
2022,12,White Swan,Ballarat,14107,11993,85
2023,1,White Swan,Ballarat,14107,11672,82.7
2023,2,White Swan,Ballarat,14107,11416,80.9
2023,3,White Swan,Ballarat,14107,10860,77
2023,4,White Swan,Ballarat,14107,10657,75.5
2023,5,White Swan,Ballarat,14107,10477,74.3
2023,6,White Swan,Ballarat,14107,11087,78.6
2023,7,White Swan,Ballarat,14107,11683,82.8
2023,8,White Swan,Ballarat,14107,11560,81.9
2023,9,White Swan,Ballarat,14107,11638,82.5
2023,10,White Swan,Ballarat,14107,11571,82
2023,11,White Swan,Ballarat,14107,11207,79.4
2023,12,White Swan,Ballarat,14107,11054,78.4
2024,1,White Swan,Ballarat,14107,10530,74.6
2024,2,White Swan,Ballarat,14107,9507,67.4
2024,3,White Swan,Ballarat,14107,8577,60.8
2024,4,White Swan,Ballarat,14107,8040,57
2024,5,White Swan,Ballarat,14107,7456,52.9
2024,6,White Swan,Ballarat,14107,6860,48.6
2024,7,White Swan,Ballarat,14107,6489,46
2024,8,White Swan,Ballarat,14107,6358,45.1
2024,9,White Swan,Ballarat,14107,6396,45.3
2024,10,White Swan,Ballarat,14107,6700,47.5
2024,11,White Swan,Ballarat,14107,6496,46
2024,12,White Swan,Ballarat,14107,5924,42
2025,1,White Swan,Ballarat,14107,5271,37.4
2025,2,White Swan,Ballarat,14107,4781,33.9
2025,3,White Swan,Ballarat,14107,4624,32.8
2025,4,White Swan,Ballarat,14107,4775,33.8
2025,5,White Swan,Ballarat,14107,5026,35.6
2025,6,White Swan,Ballarat,14107,5278,37.4
2025,7,White Swan,Ballarat,14107,5191,36.8
2025,8,White Swan,Ballarat,14107,5265,37.3
2025,9,White Swan,Ballarat,14107,6228,44.1
2010,1,Moorabool,Ballarat,6192,851,13.7
2010,2,Moorabool,Ballarat,6192,814,13.1
2010,3,Moorabool,Ballarat,6192,817,13.2
2010,4,Moorabool,Ballarat,6192,806,13
2010,5,Moorabool,Ballarat,6192,810,13.1
2010,6,Moorabool,Ballarat,6192,840,13.6
2010,7,Moorabool,Ballarat,6192,923,14.9
2010,8,Moorabool,Ballarat,6192,1771,28.6
2010,9,Moorabool,Ballarat,6192,3903,63
2010,10,Moorabool,Ballarat,6192,4588,74.1
2010,11,Moorabool,Ballarat,6192,5228,84.4
2010,12,Moorabool,Ballarat,6192,5822,94
2011,1,Moorabool,Ballarat,6192,6625,107
2011,2,Moorabool,Ballarat,6192,6724,108.6
2011,3,Moorabool,Ballarat,6192,6724,108.6
2011,4,Moorabool,Ballarat,6192,6707,108.3
2011,5,Moorabool,Ballarat,6192,6741,108.9
2011,6,Moorabool,Ballarat,6192,6707,108.3
2011,7,Moorabool,Ballarat,6192,6707,108.3
2011,8,Moorabool,Ballarat,6192,6724,108.6
2011,9,Moorabool,Ballarat,6192,6674,107.8
2011,10,Moorabool,Ballarat,6192,6724,108.6
2011,11,Moorabool,Ballarat,6192,6723,108.6
2011,12,Moorabool,Ballarat,6192,6625,107
2012,1,Moorabool,Ballarat,6192,6301,101.8
2012,2,Moorabool,Ballarat,6192,5659,91.4
2012,3,Moorabool,Ballarat,6192,5730,92.5
2012,4,Moorabool,Ballarat,6192,5688,91.9
2012,5,Moorabool,Ballarat,6192,5475,88.4
2012,6,Moorabool,Ballarat,6192,5975,96.5
2012,7,Moorabool,Ballarat,6192,6738,108.8
2012,8,Moorabool,Ballarat,6192,6192,100
2012,9,Moorabool,Ballarat,6192,6178,99.8
2012,10,Moorabool,Ballarat,6192,6134,99.1
2012,11,Moorabool,Ballarat,6192,5716,92.3
2012,12,Moorabool,Ballarat,6192,5377,86.8
2013,1,Moorabool,Ballarat,6192,4380,70.7
2013,2,Moorabool,Ballarat,6192,4239,68.5
2013,3,Moorabool,Ballarat,6192,4063,65.6
2013,4,Moorabool,Ballarat,6192,3990,64.4
2013,5,Moorabool,Ballarat,6192,4014,64.8
2013,6,Moorabool,Ballarat,6192,4039,65.2
2013,7,Moorabool,Ballarat,6192,4201,67.8
2013,8,Moorabool,Ballarat,6192,4458,72
2013,9,Moorabool,Ballarat,6192,4735,76.5
2013,10,Moorabool,Ballarat,6192,4842,78.2
2013,11,Moorabool,Ballarat,6192,4497,72.6
2013,12,Moorabool,Ballarat,6192,3679,59.4
2014,1,Moorabool,Ballarat,6192,3430,55.4
2014,2,Moorabool,Ballarat,6192,3214,51.9
2014,3,Moorabool,Ballarat,6192,3172,51.2
2014,4,Moorabool,Ballarat,6192,3110,50.2
2014,5,Moorabool,Ballarat,6192,3203,51.7
2014,6,Moorabool,Ballarat,6192,3099,50
2014,7,Moorabool,Ballarat,6192,3079,49.7
2014,8,Moorabool,Ballarat,6192,3299,53.3
2014,9,Moorabool,Ballarat,6192,2968,47.9
2014,10,Moorabool,Ballarat,6192,2502,40.4
2014,11,Moorabool,Ballarat,6192,2756,44.5
2014,12,Moorabool,Ballarat,6192,1877,30.3
2015,1,Moorabool,Ballarat,6192,1797,29
2015,2,Moorabool,Ballarat,6192,1740,28.1
2015,3,Moorabool,Ballarat,6192,1630,26.3
2015,4,Moorabool,Ballarat,6192,1617,26.1
2015,5,Moorabool,Ballarat,6192,1644,26.6
2015,6,Moorabool,Ballarat,6192,1651,26.7
2015,7,Moorabool,Ballarat,6192,1719,27.8
2015,8,Moorabool,Ballarat,6192,1771,28.6
2015,9,Moorabool,Ballarat,6192,1678,27.1
2015,10,Moorabool,Ballarat,6192,1027,16.6
2015,11,Moorabool,Ballarat,6192,948,15.3
2015,12,Moorabool,Ballarat,6192,852,13.8
2016,1,Moorabool,Ballarat,6192,809,13.1
2016,2,Moorabool,Ballarat,6192,755,12.2
2016,3,Moorabool,Ballarat,6192,706,11.4
2016,4,Moorabool,Ballarat,6192,692,11.2
2016,5,Moorabool,Ballarat,6192,713,11.5
2016,6,Moorabool,Ballarat,6192,742,12
2016,7,Moorabool,Ballarat,6192,1358,21.9
2016,8,Moorabool,Ballarat,6192,1975,31.9
2016,9,Moorabool,Ballarat,6192,4303,69.5
2016,10,Moorabool,Ballarat,6192,5773,93.2
2016,11,Moorabool,Ballarat,6192,6076,98.1
2016,12,Moorabool,Ballarat,6192,5960,96.3
2017,1,Moorabool,Ballarat,6192,5730,92.5
2017,2,Moorabool,Ballarat,6192,5321,85.9
2017,3,Moorabool,Ballarat,6192,4788,77.3
2017,4,Moorabool,Ballarat,6192,4393,70.9
2017,5,Moorabool,Ballarat,6192,4354,70.3
2017,6,Moorabool,Ballarat,6192,4341,70.1
2017,7,Moorabool,Ballarat,6192,4445,71.8
2017,8,Moorabool,Ballarat,6192,4829,78
2017,9,Moorabool,Ballarat,6192,5211,84.2
2017,10,Moorabool,Ballarat,6192,5377,86.8
2017,11,Moorabool,Ballarat,6192,4991,80.6
2017,12,Moorabool,Ballarat,6192,4883,78.9
2018,1,Moorabool,Ballarat,6192,3868,62.5
2018,2,Moorabool,Ballarat,6192,3267,52.8
2018,3,Moorabool,Ballarat,6192,2627,42.4
2018,4,Moorabool,Ballarat,6192,2573,41.6
2018,5,Moorabool,Ballarat,6192,2646,42.7
2018,6,Moorabool,Ballarat,6192,2710,43.8
2018,7,Moorabool,Ballarat,6192,2842,45.9
2018,8,Moorabool,Ballarat,6192,3151,50.9
2018,9,Moorabool,Ballarat,6192,3151,50.9
2018,10,Moorabool,Ballarat,6192,2673,43.2
2018,11,Moorabool,Ballarat,6192,2189,35.4
2018,12,Moorabool,Ballarat,6192,2121,34.3
2019,1,Moorabool,Ballarat,6192,1982,32
2019,2,Moorabool,Ballarat,6192,1862,30.1
2019,3,Moorabool,Ballarat,6192,1768,28.6
2019,4,Moorabool,Ballarat,6192,1726,27.9
2019,5,Moorabool,Ballarat,6192,1862,30.1
2019,6,Moorabool,Ballarat,6192,2355,38
2019,7,Moorabool,Ballarat,6192,3008,48.6
2019,8,Moorabool,Ballarat,6192,3929,63.5
2019,9,Moorabool,Ballarat,6192,4445,71.8
2019,10,Moorabool,Ballarat,6192,4536,73.3
2019,11,Moorabool,Ballarat,6192,4562,73.7
2019,12,Moorabool,Ballarat,6192,4341,70.1
2020,1,Moorabool,Ballarat,6192,4227,68.3
2020,2,Moorabool,Ballarat,6192,4176,67.4
2020,3,Moorabool,Ballarat,6192,4076,65.8
2020,4,Moorabool,Ballarat,6192,4151,67
2020,5,Moorabool,Ballarat,6192,3726,60.2
2020,6,Moorabool,Ballarat,6192,3430,55.4
2020,7,Moorabool,Ballarat,6192,3353,54.2
2020,8,Moorabool,Ballarat,6192,3880,62.7
2020,9,Moorabool,Ballarat,6192,4201,67.8
2020,10,Moorabool,Ballarat,6192,4735,76.5
2020,11,Moorabool,Ballarat,6192,4788,77.3
2020,12,Moorabool,Ballarat,6192,4393,70.9
2021,1,Moorabool,Ballarat,6192,3844,62.1
2021,2,Moorabool,Ballarat,6192,3310,53.5
2021,3,Moorabool,Ballarat,6192,3161,51
2021,4,Moorabool,Ballarat,6192,3110,50.2
2021,5,Moorabool,Ballarat,6192,3214,51.9
2021,6,Moorabool,Ballarat,6192,3519,56.8
2021,7,Moorabool,Ballarat,6192,4051,65.4
2021,8,Moorabool,Ballarat,6192,4910,79.3
2021,9,Moorabool,Ballarat,6192,5447,88
2021,10,Moorabool,Ballarat,6192,5874,94.9
2021,11,Moorabool,Ballarat,6192,6018,97.2
2021,12,Moorabool,Ballarat,6192,5859,94.6
2022,1,Moorabool,Ballarat,6192,6091,98.4
2022,2,Moorabool,Ballarat,6192,5859,94.6
2022,3,Moorabool,Ballarat,6192,5716,92.3
2022,4,Moorabool,Ballarat,6192,5335,86.2
2022,5,Moorabool,Ballarat,6192,5100,82.4
2022,6,Moorabool,Ballarat,6192,5169,83.5
2022,7,Moorabool,Ballarat,6192,5183,83.7
2022,8,Moorabool,Ballarat,6192,6192,100
2022,9,Moorabool,Ballarat,6192,6207,100.2
2022,10,Moorabool,Ballarat,6192,6251,101
2022,11,Moorabool,Ballarat,6192,6207,100.2
2022,12,Moorabool,Ballarat,6192,6192,100
2023,1,Moorabool,Ballarat,6192,5917,95.6
2023,2,Moorabool,Ballarat,6192,5617,90.7
2023,3,Moorabool,Ballarat,6192,5142,83
2023,4,Moorabool,Ballarat,6192,4735,76.5
2023,5,Moorabool,Ballarat,6192,4445,71.8
2023,6,Moorabool,Ballarat,6192,4536,73.3
2023,7,Moorabool,Ballarat,6192,5114,82.6
2023,8,Moorabool,Ballarat,6192,5363,86.6
2023,9,Moorabool,Ballarat,6192,5321,85.9
2023,10,Moorabool,Ballarat,6192,5005,80.8
2023,11,Moorabool,Ballarat,6192,4549,73.5
2023,12,Moorabool,Ballarat,6192,4341,70.1
2024,1,Moorabool,Ballarat,6192,4341,70.1
2024,2,Moorabool,Ballarat,6192,4113,66.4
2024,3,Moorabool,Ballarat,6192,3990,64.4
2024,4,Moorabool,Ballarat,6192,3965,64
2024,5,Moorabool,Ballarat,6192,3929,63.5
2024,6,Moorabool,Ballarat,6192,3953,63.8
2024,7,Moorabool,Ballarat,6192,4014,64.8
2024,8,Moorabool,Ballarat,6192,3519,56.8
2024,9,Moorabool,Ballarat,6192,3120,50.4
2024,10,Moorabool,Ballarat,6192,2664,43
2024,11,Moorabool,Ballarat,6192,2520,40.7
2024,12,Moorabool,Ballarat,6192,2381,38.5
2025,1,Moorabool,Ballarat,6192,2271,36.7
2025,2,Moorabool,Ballarat,6192,2156,34.8
2025,3,Moorabool,Ballarat,6192,2045,33
2025,4,Moorabool,Ballarat,6192,1975,31.9
2025,5,Moorabool,Ballarat,6192,1944,31.4
2025,6,Moorabool,Ballarat,6192,2021,32.6
2025,7,Moorabool,Ballarat,6192,2132,34.4
2025,8,Moorabool,Ballarat,6192,2213,35.7
2025,9,Moorabool,Ballarat,6192,2263,36.5
2010,1,Wilsons,Ballarat,1010,463,45.8
2010,2,Wilsons,Ballarat,1010,445,44.1
2010,3,Wilsons,Ballarat,1010,459,45.4
2010,4,Wilsons,Ballarat,1010,457,45.2
2010,5,Wilsons,Ballarat,1010,473,46.8
2010,6,Wilsons,Ballarat,1010,501,49.6
2010,7,Wilsons,Ballarat,1010,583,57.7
2010,8,Wilsons,Ballarat,1010,912,90.3
2010,9,Wilsons,Ballarat,1010,1062,105.1
2010,10,Wilsons,Ballarat,1010,1062,105.1
2010,11,Wilsons,Ballarat,1010,1065,105.4
2010,12,Wilsons,Ballarat,1010,816,80.8
2011,1,Wilsons,Ballarat,1010,763,75.5
2011,2,Wilsons,Ballarat,1010,836,82.8
2011,3,Wilsons,Ballarat,1010,609,60.3
2011,4,Wilsons,Ballarat,1010,113,11.2
2011,5,Wilsons,Ballarat,1010,220,21.8
2011,6,Wilsons,Ballarat,1010,358,35.4
2011,7,Wilsons,Ballarat,1010,604,59.8
2011,8,Wilsons,Ballarat,1010,895,88.6
2011,9,Wilsons,Ballarat,1010,816,80.8
2011,10,Wilsons,Ballarat,1010,644,63.8
2011,11,Wilsons,Ballarat,1010,712,70.5
2011,12,Wilsons,Ballarat,1010,362,35.8
2012,1,Wilsons,Ballarat,1010,75,7.4
2012,2,Wilsons,Ballarat,1010,82,8.1
2012,3,Wilsons,Ballarat,1010,185,18.3
2012,4,Wilsons,Ballarat,1010,200,19.8
2012,5,Wilsons,Ballarat,1010,226,22.4
2012,6,Wilsons,Ballarat,1010,448,44.4
2012,7,Wilsons,Ballarat,1010,817,80.9
2012,8,Wilsons,Ballarat,1010,1063,105.2
2012,9,Wilsons,Ballarat,1010,1065,105.4
2012,10,Wilsons,Ballarat,1010,842,83.4
2012,11,Wilsons,Ballarat,1010,609,60.3
2012,12,Wilsons,Ballarat,1010,596,59
2013,1,Wilsons,Ballarat,1010,333,33
2013,2,Wilsons,Ballarat,1010,302,29.9
2013,3,Wilsons,Ballarat,1010,285,28.2
2013,4,Wilsons,Ballarat,1010,273,27
2013,5,Wilsons,Ballarat,1010,287,28.4
2013,6,Wilsons,Ballarat,1010,317,31.4
2013,7,Wilsons,Ballarat,1010,354,35
2013,8,Wilsons,Ballarat,1010,547,54.2
2013,9,Wilsons,Ballarat,1010,466,46.1
2013,10,Wilsons,Ballarat,1010,609,60.3
2013,11,Wilsons,Ballarat,1010,510,50.5
2013,12,Wilsons,Ballarat,1010,99,9.8
2014,1,Wilsons,Ballarat,1010,91,9
2014,2,Wilsons,Ballarat,1010,73,7.2
2014,3,Wilsons,Ballarat,1010,69,6.8
2014,4,Wilsons,Ballarat,1010,71,7
2014,5,Wilsons,Ballarat,1010,85,8.4
2014,6,Wilsons,Ballarat,1010,131,13
2014,7,Wilsons,Ballarat,1010,165,16.3
2014,8,Wilsons,Ballarat,1010,68,6.7
2014,9,Wilsons,Ballarat,1010,62,6.1
2014,10,Wilsons,Ballarat,1010,53,5.2
2014,11,Wilsons,Ballarat,1010,56,5.6
2014,12,Wilsons,Ballarat,1010,0,0
2015,1,Wilsons,Ballarat,1010,0,0
2015,2,Wilsons,Ballarat,1010,0,0
2015,3,Wilsons,Ballarat,1010,0,0
2015,4,Wilsons,Ballarat,1010,0,0
2015,5,Wilsons,Ballarat,1010,6,0.6
2015,6,Wilsons,Ballarat,1010,6,0.6
2015,7,Wilsons,Ballarat,1010,0,0
2015,8,Wilsons,Ballarat,1010,0,0
2015,9,Wilsons,Ballarat,1010,0,0
2015,10,Wilsons,Ballarat,1010,20,2
2015,11,Wilsons,Ballarat,1010,20,2
2015,12,Wilsons,Ballarat,1010,4,0.4
2016,1,Wilsons,Ballarat,1010,0,0
2016,2,Wilsons,Ballarat,1010,0,0
2016,3,Wilsons,Ballarat,1010,0,0
2016,4,Wilsons,Ballarat,1010,0,0
2016,5,Wilsons,Ballarat,1010,0,0
2016,6,Wilsons,Ballarat,1010,16,1.6
2016,7,Wilsons,Ballarat,1010,374,37
2016,8,Wilsons,Ballarat,1010,695,68.8
2016,9,Wilsons,Ballarat,1010,1103,109.2
2016,10,Wilsons,Ballarat,1010,1054,104.4
2016,11,Wilsons,Ballarat,1010,1039,102.9
2016,12,Wilsons,Ballarat,1010,622,61.6
2017,1,Wilsons,Ballarat,1010,74,7.3
2017,2,Wilsons,Ballarat,1010,17,1.7
2017,3,Wilsons,Ballarat,1010,15,1.5
2017,4,Wilsons,Ballarat,1010,44,4.4
2017,5,Wilsons,Ballarat,1010,65,6.4
2017,6,Wilsons,Ballarat,1010,42,4.2
2017,7,Wilsons,Ballarat,1010,146,14.5
2017,8,Wilsons,Ballarat,1010,87,8.6
2017,9,Wilsons,Ballarat,1010,92,9.1
2017,10,Wilsons,Ballarat,1010,229,22.7
2017,11,Wilsons,Ballarat,1010,213,21.1
2017,12,Wilsons,Ballarat,1010,226,22.4
2018,1,Wilsons,Ballarat,1010,5,0.5
2018,2,Wilsons,Ballarat,1010,5,0.5
2018,3,Wilsons,Ballarat,1010,1,0.1
2018,4,Wilsons,Ballarat,1010,1,0.1
2018,5,Wilsons,Ballarat,1010,5,0.5
2018,6,Wilsons,Ballarat,1010,30,3
2018,7,Wilsons,Ballarat,1010,102,10.1
2018,8,Wilsons,Ballarat,1010,262,25.9
2018,9,Wilsons,Ballarat,1010,25,2.5
2018,10,Wilsons,Ballarat,1010,68,6.7
2018,11,Wilsons,Ballarat,1010,88,8.7
2018,12,Wilsons,Ballarat,1010,115,11.4
2019,1,Wilsons,Ballarat,1010,99,9.8
2019,2,Wilsons,Ballarat,1010,82,8.1
2019,3,Wilsons,Ballarat,1010,64,6.3
2019,4,Wilsons,Ballarat,1010,58,5.7
2019,5,Wilsons,Ballarat,1010,100,9.9
2019,6,Wilsons,Ballarat,1010,292,28.9
2019,7,Wilsons,Ballarat,1010,601,59.5
2019,8,Wilsons,Ballarat,1010,964,95.4
2019,9,Wilsons,Ballarat,1010,1051,104
2019,10,Wilsons,Ballarat,1010,1043,103.3
2019,11,Wilsons,Ballarat,1010,606,60
2019,12,Wilsons,Ballarat,1010,92,9.1
2020,1,Wilsons,Ballarat,1010,90,8.9
2020,2,Wilsons,Ballarat,1010,88,8.7
2020,3,Wilsons,Ballarat,1010,81,8
2020,4,Wilsons,Ballarat,1010,102,10.1
2020,5,Wilsons,Ballarat,1010,162,16
2020,6,Wilsons,Ballarat,1010,139,13.8
2020,7,Wilsons,Ballarat,1010,103,10.2
2020,8,Wilsons,Ballarat,1010,358,35.4
2020,9,Wilsons,Ballarat,1010,141,14
2020,10,Wilsons,Ballarat,1010,174,17.2
2020,11,Wilsons,Ballarat,1010,90,8.9
2020,12,Wilsons,Ballarat,1010,84,8.3
2021,1,Wilsons,Ballarat,1010,1,0.1
2021,2,Wilsons,Ballarat,1010,1,0.1
2021,3,Wilsons,Ballarat,1010,8,0.8
2021,4,Wilsons,Ballarat,1010,16,1.6
2021,5,Wilsons,Ballarat,1010,50,5
2021,6,Wilsons,Ballarat,1010,179,17.7
2021,7,Wilsons,Ballarat,1010,450,44.5
2021,8,Wilsons,Ballarat,1010,849,84
2021,9,Wilsons,Ballarat,1010,1051,104.1
2021,10,Wilsons,Ballarat,1010,1047,103.6
2021,11,Wilsons,Ballarat,1010,1039,102.9
2021,12,Wilsons,Ballarat,1010,445,44.1
2022,1,Wilsons,Ballarat,1010,707,70
2022,2,Wilsons,Ballarat,1010,22,2.2
2022,3,Wilsons,Ballarat,1010,45,4.5
2022,4,Wilsons,Ballarat,1010,72,7.1
2022,5,Wilsons,Ballarat,1010,85,8.4
2022,6,Wilsons,Ballarat,1010,95,9.4
2022,7,Wilsons,Ballarat,1010,90,9
2022,8,Wilsons,Ballarat,1010,493,48.9
2022,9,Wilsons,Ballarat,1010,929,92
2022,10,Wilsons,Ballarat,1010,1073,106.2
2022,11,Wilsons,Ballarat,1010,1058,104.8
2022,12,Wilsons,Ballarat,1010,1043,103.3
2023,1,Wilsons,Ballarat,1010,273,27
2023,2,Wilsons,Ballarat,1010,60,5.9
